gene	call	pass_count	failed_gates	ms_genetic	cross_genetics	local_breadth	residual_or_perturbation	reachable_modality	not_blocked	direction_clear	strong_l2g_disease_count	strong_qtl_coloc_disease_count	ms_max_l2g_score	ms_max_relevant_qtl_h4	local_positive_disease_count	wave62_call	wave104_call	wave128_call	blocker_text
CXCR2	NO_PIVOT_TARGET	4	ms_genetic;cross_genetics;not_blocked	False	False	True	True	True	False	True	0	1	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan True  |  | no_strong_ms_anchor;manual_or_prior_blocker;prior_branch_closed:neutrophil_chemokine_axis_prior_art_and_safety | neutrophil_chemokine_axis_prior_art_and_safety | no_strong_ms_anchor;manual_or_prior_blocker;prior_branch_closed:neutrophil_chemokine_axis_prior_art_and_safety | neutrophil_chemokine_axis_prior_art_and_safety | prior_art_and_safety_saturated_neutrophil_axis |  |  |  |  nan   PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED chemokine/neutrophil route prior audited and in
VMP1	NO_PIVOT_TARGET	4	cross_genetics;residual_or_perturbation;reachable_modality	True	False	True	False	False	True	True	0	1	0.1441502124071121	0.9702096779506124	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
PTPN2	NO_PIVOT_TARGET	3	ms_genetic;residual_or_perturbation;not_blocked;direction_clear	False	True	True	False	True	False	False	5	5	0.0	0.0	4.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		TCPTP_restoration_not_currently_druggable prior_branch_blocker_or_directionality_unresolved nan True TCPTP_restoration_not_currently_druggable | prior_branch_blocker_or_directionality_unresolved | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:restoration_needed_no_selective_intervention_route;no_high_confidence_directional_support | restoration_needed_no_selective_intervention_route | no_strong_ms_anchor;no_positive_perturbation_or
TNFAIP3	NO_PIVOT_TARGET	3	ms_genetic;residual_or_perturbation;not_blocked;direction_clear	False	True	True	False	True	False	False	4	2	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		A20_restoration_not_currently_druggable prior_branch_blocker_or_directionality_unresolved nan True A20_restoration_not_currently_druggable | prior_branch_blocker_or_directionality_unresolved | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | Genetics may be broad, but current mo
PPARD	NO_PIVOT_TARGET	3	ms_genetic;local_breadth;residual_or_perturbation;direction_clear	False	True	False	False	True	True	False	3	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  no_target_resolved_coloc_or_mr     
FLT3	NO_PIVOT_TARGET	3	ms_genetic;local_breadth;residual_or_perturbation;direction_clear	False	True	False	False	True	True	False	2	5	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan     
CD40	NO_PIVOT_TARGET	3	ms_genetic;local_breadth;not_blocked;direction_clear	False	True	False	True	True	False	False	1	6	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	NO_REOPEN_GENETICS_FIRST_ROUTE	prior_art_costimulation_axis nan nan True prior_art_costimulation_axis |  | no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:costimulation_axis_prior_art_and_systemic_safety;no_high_confidence_directional_support | costimulation_axis_prior_art_and_systemic_safety | no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:costimulation_axis_prior_art_and_systemic_safety;no_high_confidence_directional_support | costimulati
CCL22	NO_PIVOT_TARGET	3	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality	False	True	False	False	False	True	True	1	3	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor |  |  |  |  |  |       
PHLDB1	NO_PIVOT_TARGET	3	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality	False	True	False	False	False	True	True	1	3	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
USP34	NO_PIVOT_TARGET	3	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality	False	True	False	False	False	True	True	1	3	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
DIPK1A	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	1	1	0.0	0.9188172671141468	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
EOMES	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	1	1	0.1210331469774246	0.985596659409492	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
L3MBTL3	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	1	1	0.7917315363883972	0.946108611712631	0.0	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  | weak_reachability;insufficient_cross_disease_breadth |  | weak_reachability;insufficient_cross_disease_breadth |  | insufficient_independent_convergence_after_guardrails |  |  |  |       
SLC44A2	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	1	1	0.6169834136962891	0.9799395832547088	1.0	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  | weak_reachability;insufficient_cross_disease_breadth |  | weak_reachability;insufficient_cross_disease_breadth |  | insufficient_independent_convergence_after_guardrails |  |  |  |       
ARHGEF3	NO_PIVOT_TARGET	3	ms_genetic;cross_genetics;residual_or_perturbation;reachable_modality	False	False	True	False	False	True	True	1	0	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  | weak_reachability;no_strong_ms_anchor |  | weak_reachability;no_strong_ms_anchor |  |  |  |  |  |       
CD47	NO_PIVOT_TARGET	3	ms_genetic;cross_genetics;residual_or_perturbation;reachable_modality	False	False	True	False	False	True	True	1	0	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  | weak_reachability;no_strong_ms_anchor |  | weak_reachability;no_strong_ms_anchor |  |  |  |  |  |       
CHST11	NO_PIVOT_TARGET	3	ms_genetic;cross_genetics;local_breadth;reachable_modality	False	False	False	True	False	True	True	1	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |   
FKBP1A	NO_PIVOT_TARGET	3	ms_genetic;cross_genetics;residual_or_perturbation;not_blocked	False	False	True	False	True	False	True	1	0	0.0	0.0	4.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan True  |  | no_strong_ms_anchor;manual_or_prior_blocker |  | no_strong_ms_anchor;manual_or_prior_blocker |  | insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; prior_demoted_or_class_blocked; directional_negative_disease_signal; ChEMBL exact target found; ChEMBL activity records: 1023 |  |  |  |       
GLDN	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	1	0	0.8781915903091431	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  | weak_reachability;insufficient_cross_disease_breadth |  | weak_reachability;insufficient_cross_disease_breadth |  |  |  |  |  |       
SEC61G	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	1	0	0.7987198829650879	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  | weak_reachability;insufficient_cross_disease_breadth |  | weak_reachability;insufficient_cross_disease_breadth |  |  |  |  |  |       
SLC39A8	NO_PIVOT_TARGET	3	ms_genetic;cross_genetics;residual_or_perturbation;reachable_modality	False	False	True	False	False	True	True	1	0	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  | weak_reachability;no_strong_ms_anchor |  | weak_reachability;no_strong_ms_anchor |  |  |  |  |  |       
DCLRE1B	NO_PIVOT_TARGET	3	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality	False	True	False	False	False	True	True	0	5	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  |  |  |  |  |  |  |  |  |  no_target_resolved_coloc_or_mr     
YDJC	NO_PIVOT_TARGET	3	ms_genetic;residual_or_perturbation;reachable_modality;direction_clear	False	True	True	False	False	True	False	0	4	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |       
ZPBP2	NO_PIVOT_TARGET	3	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality	False	True	False	False	False	True	True	0	4	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
CACNA1S	NO_PIVOT_TARGET	3	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality	False	True	False	False	False	True	True	0	3	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
DNMT1	NO_PIVOT_TARGET	3	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality	False	True	False	False	False	True	True	0	3	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
NUPR1	NO_PIVOT_TARGET	3	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality	False	True	False	False	False	True	True	0	3	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
PSMC3IP	NO_PIVOT_TARGET	3	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality	False	True	False	False	False	True	True	0	3	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
IL7	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	0	2	0.0952641144394874	0.9459421993593898	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ARPC5	NO_PIVOT_TARGET	3	ms_genetic;cross_genetics;residual_or_perturbation;reachable_modality	False	False	True	False	False	True	True	0	1	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
DHCR7	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	0	1	0.3729485869407654	0.902768476881502	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
EAF2	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	0	1	0.2087005823850631	0.8935010905275674	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
EEF1AKMT3	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	0	1	0.1692553162574768	0.9641981793941974	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
IL23A	NO_PIVOT_TARGET	3	ms_genetic;cross_genetics;residual_or_perturbation;not_blocked	False	False	True	False	True	False	True	0	1	0.0	0.0	4.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan True  |  | no_strong_ms_anchor;manual_or_prior_blocker |  | no_strong_ms_anchor;manual_or_prior_blocker |  | prior_demoted_or_class_blocked; prior_art_or_trial_saturation; reachable protein class by UniProt location/features; ChEMBL exact target found |  |  |  |       
METTL1	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	0	1	0.1367470473051071	0.955459048637468	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
MPV17L2	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	0	1	0.1634051352739334	0.9829975283255984	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
NAA10	NO_PIVOT_TARGET	3	ms_genetic;cross_genetics;residual_or_perturbation;reachable_modality	False	False	True	False	False	True	True	0	1	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
NAGLU	NO_PIVOT_TARGET	3	ms_genetic;cross_genetics;residual_or_perturbation;reachable_modality	False	False	True	False	False	True	True	0	1	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
PARK7	NO_PIVOT_TARGET	3	ms_genetic;cross_genetics;reachable_modality;direction_clear	False	False	True	True	False	True	False	0	1	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |   
PDE4C	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	0	1	0.1478329002857208	0.9554193333063954	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
PLOD1	NO_PIVOT_TARGET	3	ms_genetic;cross_genetics;residual_or_perturbation;reachable_modality	False	False	True	False	False	True	True	0	1	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
RGS19	NO_PIVOT_TARGET	3	ms_genetic;cross_genetics;residual_or_perturbation;reachable_modality	False	False	True	False	False	True	True	0	1	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
RNFT1	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	0	1	0.1207211539149284	0.958118845472234	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
RPS6KB1	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	0	1	0.0879382044076919	0.9121039188313452	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
SCLY	NO_PIVOT_TARGET	3	ms_genetic;cross_genetics;residual_or_perturbation;reachable_modality	False	False	True	False	False	True	True	0	1	0.0	0.0	3.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
SP140L	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	0	1	0.0	0.8115674712360161	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TSFM	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	0	1	0.4394725561141968	0.9611646709980728	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TSPAN31	NO_PIVOT_TARGET	3	cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	True	False	False	False	False	True	True	0	1	0.0588722378015518	0.9546239240012712	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
