gene	intervention_class	wave83_call	total_score	reachability_score	cross_autoimmune_score	ms_score	perturbation_response_score	safety_prior_penalty	hard_failures	accessible_uniprot	manual_closure_reason	manual_closure_source	chembl_activity_count	chembl_target_id	wave34a_target_class	wave34a_modality	positive_disease_count	positive_diseases	positive_fdr10_compartment_count	genetic_breadth_disease_count	genetic_breadth_diseases	qtl_breadth_disease_count	ms_genetic_score	ms_expr_delta	ms_expr_p	target_resolution_score	genetics_first_score	global_meta_score	model_support_contexts	model_strong_support_contexts	direct_selective	direct_selectivity_score	efferocytosis_screen_call	ibd_response_fdr10	wave68_call	l1000_wave24_call	wave39_call	wave62_call	wave34a_call	wave71_call	wave55_score	manual_prior_blocked	primary_route_note
CD6	receptor_or_ligand_axis	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	9.07713644983648	5.5	4.0	1.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			0.0	CHEMBL3712853	cell-surface receptor	anti-CD6 biologic	0.0		0.0	6.0	T1D	1.0	0.4538581669330597	1.1971893181105138	0.3612126184230843	1.3324096655765247	3.2625	0.8566	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION	DEMOTE_PRIOR_ART_BLOCKED	NO_REOPEN_INSUFFICIENT_CONVERGENCE	16.0	1	Direct clinical or therapeutic-class prior art blocks novelty.
SCD	intracellular_other	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	9.04681925	5.0	5.0	1.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			1320.0	CHEMBL5555			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.0	0.0		0.0	0.0	0.3699574700771606	0.1572805657312676	0.0	0.0	0.187277	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL		PARK_REVIEW			NO_REOPEN_INSUFFICIENT_CONVERGENCE	4.0	1	directional_negative_disease_signal; prior_art_or_trial_saturation; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 1320
TNFRSF11B	receptor_or_ligand_axis	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	8.7	3.0	5.7	0.0	2.0	2.0	no_strong_ms_anchor;manual_or_prior_blocker	1			0.0				4.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.0	1.0	AITD	0.0	0.0	0.0	0.8077787138916218	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE				6.0	1	insufficient_breadth; no_ms_anchor; prior_demoted_or_class_blocked; prior_art_or_trial_saturation; reachable protein class by UniProt location/features
IL6R	receptor_or_ligand_axis	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	8.636228440062599	5.5	5.0	1.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			0.0	CHEMBL2364155	cytokine receptor	approved anti-IL6R biologics	0.0		0.0	5.0	AS;RA	3.0	0.0	0.3662122714747209	0.0384363893169096	-0.1238103995826893	11.0	-5.5808	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION	DEMOTE_PRIOR_ART_BLOCKED	PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	15.5	1	Direct clinical or therapeutic-class prior art blocks novelty.
CFB	enzyme	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	8.5946875	5.0	6.7	0.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			341.0	CHEMBL5731			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	2.0	1.0	AS	0.0	0.0	0.0	0.2868607768107353	0.0	0.0	-4.42125	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	7.0	1	insufficient_breadth; no_ms_anchor; prior_demoted_or_class_blocked; prior_art_or_trial_saturation; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 341
FLT3	intracellular_other	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	8.53179833491707	3.5	5.3	0.0	0.5	1.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			0.0				0.0		0.0	4.0	Celiac;SLE	5.0	0.0	0.0	0.4934309667954975	2.2605122327804565	0.0	-0.429114	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL	PARK_REVIEW		NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	12.0	0	insufficient_independent_convergence_after_guardrails
P4HB	enzyme	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	8.45	4.0	6.0	0.0	0.0	1.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			702.0	CHEMBL5422			4.0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	2.0	0.0		0.0	0.0	0.0	0.5193269228408691	0.0	0.0	-2.2	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	0	insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 702
IL23A	receptor_or_ligand_axis	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	8.328573512426184	3.0	5.2	1.0	2.0	2.0	no_strong_ms_anchor;manual_or_prior_blocker	1			0.0	CHEMBL2364154			4.0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0.0	1.0	Psoriasis	1.0	0.0	0.6573316951945598	0.0916123649390088	2.8804084161745664	0.0	-5.213951	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL		PARK_REVIEW	NO_GO_WAVE62_TARGET_RESOLUTION		PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	6.5	1	prior_demoted_or_class_blocked; prior_art_or_trial_saturation; reachable protein class by UniProt location/features; ChEMBL exact target found
PPIA	kinase_or_phosphosignaling	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	8.2925	5.0	5.0	0.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			646.0	CHEMBL1949			5.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.0798111319015699	0.5869705544995741	0.0	0.0	1.17	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	4.5	1	no_ms_anchor; prior_demoted_or_class_blocked; core_machinery_or_hla_marker; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 646
NOD2	intracellular_other	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	7.878567686033248	4.0	5.5	0.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	0			840.0	CHEMBL1293266			2.0	Crohn disease;ulcerative colitis	0.0	5.0	Crohn	0.0	0.0	0.0	0.6125834884003774	1.440784573554993	0.0	0.6498	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	16.0	1	insufficient_independent_convergence_after_guardrails
TNFRSF14	receptor_or_ligand_axis	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	7.829209391557793	3.3125	6.5	0.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			0.0		TNF receptor-family surface receptor	agonist/inhibitory biologic depending on ligand context	1.0	type 1 diabetes mellitus	0.0	7.0	Celiac;RA	4.0	0.0652648583054542	0.1181719314021272	0.5322230065988012	-0.2532773896147069	5.7125	-0.923696	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION	PARK_DIRECTION_OR_MODALITY_UNRESOLVED	NO_REOPEN_INSUFFICIENT_CONVERGENCE	15.0	1	Genetic signal survives triage but direction/modality is not clean enough for promotion.
NME1	kinase_or_phosphosignaling	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	7.713396749999999	4.0	6.0	0.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			4.0	CHEMBL2159			5.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.0	0.0		0.0	0.0	0.0	0.3480428652732463	0.0	0.0	-1.146413	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	1	no_ms_anchor; prior_demoted_or_class_blocked; core_machinery_or_hla_marker; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 4
AP2B1	transporter_or_trafficking	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	7.449999999999999	4.0	5.0	0.0	0.0	1.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			4.0	CHEMBL6067269			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.0	0.0		0.0	0.0	0.1143865331231861	0.3967725673770887	0.0	0.0	-2.2	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	0	insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 4
LRRC59	transporter_or_trafficking	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	7.2890352499999995	4.0	5.0	0.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			5.0	CHEMBL2216743			5.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.0422703381969409	0.8419061527165945	0.0	0.0	1.156141	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	1	no_ms_anchor; prior_demoted_or_class_blocked; core_machinery_or_hla_marker; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 5
DBI	receptor_or_ligand_axis	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	7.27794825	3.0	5.0	1.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	0			2.0	CHEMBL6066397			4.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.0	0.0		0.0	0.0	0.3206064424724584	0.1791727003295389	0.0	0.0	1.111793	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	1	not_surface_secreted_extracellular_by_uniprot; prior_art_or_trial_saturation; ChEMBL exact target found; ChEMBL activity records: 2
LYPLA1	surface_secreted_other	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	7.256467499999999	4.0	4.0	0.0	0.0	1.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			22.0	CHEMBL1681631			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.0022955277659946	0.9912163477850076	0.0	0.0	1.02587	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	0	insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 22
GOLT1B	transporter_or_trafficking	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	7.0	4.0	4.0	0.0	0.0	1.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			2.0	CHEMBL6066348			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.1829471381030103	0.3453990585708625	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE				0.0	0	insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 2
ITGA2	receptor_or_ligand_axis	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	7.0	4.0	4.0	0.0	0.0	1.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			3.0	CHEMBL4998			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.0	0.1447926777202628	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE				0.0	0	insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 3
MMP15	surface_secreted_other	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	7.0	4.0	4.0	0.0	0.0	1.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			42.0	CHEMBL2963			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.0	0.0728459543548149	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE				0.0	0	insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 42
TMEM165	transporter_or_trafficking	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	7.0	4.0	4.0	0.0	0.0	1.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			4.0	CHEMBL6067325			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.0	0.7106442915738526	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE				0.0	0	insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 4
NMI	surface_secreted_other	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	6.900964819069387	3.0	4.0	0.0	2.0	2.0	no_strong_ms_anchor;manual_or_prior_blocker	1			0.0				4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.0	0.5370361570982254	1.0656704604625702	0.0	-1.035543	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE	NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	4.0	1	insufficient_breadth; no_ms_anchor; prior_art_or_trial_saturation; reachable protein class by UniProt location/features
CASP10	receptor_or_ligand_axis	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	6.699999999999999	3.0	5.7	0.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	0			16.0	CHEMBL5037			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.0	1.0	RA	0.0	0.0	0.249366701816033	0.2063174319242694	0.0	0.0	0.0	0.0	0.0	0	-0.000239789090651		0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE				6.0	1	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; prior_demoted_or_class_blocked; prior_art_or_trial_saturation; ChEMBL exact target found; ChEMBL activity records: 16
JAK3	kinase_or_phosphosignaling	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	6.449999999999999	5.0	5.0	0.0	2.0	2.0	no_strong_ms_anchor;manual_or_prior_blocker	1			14854.0	CHEMBL2148			5.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.0	0.0149902470163362	0.0	0.0	-14.2	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_BLOCKED_BRANCH	0.5	1	no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; directional_negative_disease_signal; prior_art_or_trial_saturation; ChEMBL exact target found; ChEMBL activity records: 14854
CD24	surface_secreted_other	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	6.449999999999999	3.0	6.0	0.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			0.0				4.0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	2.0	0.0		0.0	0.0	0.0	0.79096128985077	0.0	0.0	-2.2	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	1	insufficient_breadth; no_ms_anchor; prior_demoted_or_class_blocked; prior_art_or_trial_saturation; reachable protein class by UniProt location/features
CFP	enzyme	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	6.449999999999999	3.0	4.0	0.0	2.0	2.0	no_strong_ms_anchor;manual_or_prior_blocker	1			0.0				4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.0	0.0364971261630132	0.0	0.0	-2.2	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	1	insufficient_breadth; no_ms_anchor; prior_art_or_trial_saturation; reachable protein class by UniProt location/features
NOS2	intracellular_other	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	6.301078808307647	3.0	4.1	0.0	0.0	1.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0	CHEMBL4481			2.0	Crohn disease;ulcerative colitis	0.0	3.0	AS;Psoriasis	0.0	0.0	0.0	1.0	1.3405253887176514	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			12.0	0	
CCR6	receptor_or_ligand_axis	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	6.300921455003449	5.5	2.4	0.0	0.0	2.0	insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			0.0	CHEMBL4423	chemokine GPCR	CCR6 antagonist or anti-CCR6 biologic	0.0		0.0	2.0	RA	2.0	0.0	0.2229856175356008	0.7784945025694487	2.2235347000229857	8.45	-1.420435	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MAPPED_GENE_NEEDS_COLOC	NO_REOPEN_INSUFFICIENT_CONVERGENCE	4.0	1	Broad GWAS Catalog support is mapped-gene/top-association only; needs credible-set/eQTL coloc.
FADS1	intracellular_other	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	6.152221445691584	4.0	2.7	0.0	2.0	3.0	insufficient_cross_disease_breadth;no_strong_ms_anchor;manual_or_prior_blocker;prior_branch_closed:lipid_desaturation_axis_not_cell_state_specific	0	lipid_desaturation_axis_not_cell_state_specific	wave42 closure	61.0	CHEMBL5840			2.0	psoriasis;ulcerative colitis	0.0	1.0	Crohn	0.0	0.0	0.0	0.0302817182679143	0.8651429712772369	0.0	1.2898	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	4.0	1	insufficient_independent_convergence_after_guardrails
JAK2	intracellular_other	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	6.031077700751016	5.0	5.5	0.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	0			24473.0	CHEMBL2971			1.0	Crohn disease	0.0	6.0	Crohn;UC	2.0	0.0	0.1310389086976435	0.5843508835841206	2.344184671673439	0.0	-11.2822	0.0	0.0	0	-0.0523161574949977	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_BLOCKED_BRANCH	17.5	1	closed_jak_comparator_family
SAA1	surface_secreted_other	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	6.0	3.0	4.0	0.0	1.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			0.0				4.0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE				0.0	1	insufficient_breadth; no_ms_anchor; prior_art_or_trial_saturation; reachable protein class by UniProt location/features
CXCR5	receptor_or_ligand_axis	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	5.900092152795891	5.5	1.0	0.0	0.0	1.0	insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			0.0	CHEMBL1075315	chemokine GPCR	blocking antibody or chemokine-receptor antagonist concept	0.0		0.0	0.0		2.0	0.0	0.2084468851026795	0.8058502001327881	0.4672810186392733	6.6	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION	DEMOTE_NO_TARGET_LEVEL_GENETIC_PACKAGE		-4.0	0	No broad local credible-set/eQTL-backed genetic package; GWAS-only evidence is insufficient.
IL6ST	intracellular_other	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	5.745350959151983	3.0	3.5	0.0	0.0	1.0	insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			0.0				2.0	Crohn disease;ulcerative colitis	0.0	0.0		3.0	0.1300268173217773	0.0419912644975433	0.7559956951017895	1.6356730610132215	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			2.5	0	
SQLE	enzyme	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	5.63734375	4.0	5.0	0.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			99.0	CHEMBL3592			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.0	0.0		0.0	0.0	0.0	0.3307572199460259	0.0	0.0	-5.450625	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	2.0	1	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; prior_demoted_or_class_blocked; ChEMBL exact target found; ChEMBL activity records: 99
PDPN	surface_secreted_other	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	5.45	3.0	5.0	0.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			0.0				4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.0	0.0		0.0	0.0	0.1646831166015037	0.49717795424805	0.0	0.0	-2.2	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	1	insufficient_breadth; no_ms_anchor; prior_demoted_or_class_blocked; prior_art_or_trial_saturation; reachable protein class by UniProt location/features
PI3	receptor_or_ligand_axis	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED	5.45	3.0	5.0	0.0	0.0	2.0	no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			0.0				4.0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	1.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	-2.2	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE			NO_REOPEN_INSUFFICIENT_CONVERGENCE	4.0	1	insufficient_breadth; no_ms_anchor; prior_art_or_trial_saturation; reachable protein class by UniProt location/features
