gene	disease	dataset	channel	comparison	effect	p	quality	score	limitation	axis	positive_nominal	negative_nominal
APOE	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	1.4495460480003988	1.8077460847204347e-06	0.4	0.9588227533847666	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,tissue_remodeling	True	False
GPNMB	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	0.7187623923736579	0.1732938563403194	0.4	0.38736417401697876	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,tissue_remodeling	False	False
LPL	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	1.7031665436186765	1.3683820695818654e-08	0.4	1.2492046797343628	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,tissue_remodeling	True	False
TREM2	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	-0.2336818763979015	0.4030303715054775	0.4	-0.2629659630940514	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,complement_phagocytosis,tissue_remodeling	False	False
SPP1	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	1.6616351626834418	4.783381060525353e-12	0.4	1.536674213506506	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	tissue_remodeling	True	False
PLIN2	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	-1.4268899853139556	0.0062668575727021	0.4	-0.6635885876925248	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux	False	True
CD36	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	-0.1612960731268941	0.6667330679336312	0.4	-0.23907400984159616	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux	False	False
C1QA	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	1.4330682616649058	0.0006633896557322	0.4	0.7443754428593353	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	complement_phagocytosis	True	False
C1QB	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	0.9458899571242128	0.0320771600114227	0.4	0.48607060394401097	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	complement_phagocytosis	True	False
C1QC	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	0.8730816247063571	0.0504933024650711	0.4	0.45558129111736656	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	complement_phagocytosis	False	False
CD68	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	1.9779444315258932	0.0001686600654802	0.4	0.9701138135334479	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	complement_phagocytosis	True	False
CTSB	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	2.083285423655998	1.7291576813891725e-06	0.4	1.2088704377930382	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lysosome_antigen_processing	True	False
CTSD	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	-0.8461373779477455	0.0003755816175537	0.4	-0.5800130212745117	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lysosome_antigen_processing	False	True
LAMP1	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	0.2477724538315915	0.3119120800727186	0.4	0.27059891375666234	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lysosome_antigen_processing	False	False
NAMPT	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	2.1509225928405344	3.5820551969116617e-10	0.4	1.6222911194907796	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	metabolic_licensing	True	False
IFI30	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	2.3620646580264135	1.202974439234111e-05	0.4	1.2237628011248283	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lysosome_antigen_processing,interferon_chemokine	True	False
ASAH1	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	-0.5997526066297064	0.1442044030999901	0.4	-0.3647980647561971	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,lysosome_antigen_processing	False	False
TPP1	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	0.4526826138989747	0.0366787503167721	0.4	0.36005152452900013	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lysosome_antigen_processing	True	False
LIPA	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	1.3892801304777955	0.0295714483202445	0.4	0.5996398169152357	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,lysosome_antigen_processing	True	False
IL1B	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	2.610429658530411	5.134980977945851e-22	0.4	2.1662577951182467	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	interferon_chemokine,metabolic_licensing	True	False
TNF	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	1.4394031320224985	1.195995218266685e-10	0.4	1.2946945554979346	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	interferon_chemokine,metabolic_licensing	True	False
CXCL10	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	2.3565708191785	3.4421745437291385e-07	0.4	1.3944501013674429	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	interferon_chemokine	True	False
FCGR3A	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	2.1813335210885807	6.0711792625396925e-12	0.4	1.8257383516376662	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	unassigned	True	False
MSR1	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	0.3923349630142851	0.3105745966616448	0.4	0.3020361636439813	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,complement_phagocytosis	False	False
MARCO	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	-0.1615955261731401	0.5702158774127316	0.4	-0.24176522692959485	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,complement_phagocytosis,tissue_remodeling	False	False
MERTK	UC	GSE75214	expression_screen	UC_active_colon_vs_control_colon	-0.2479619291657955	0.4127374282494472	0.4	-0.26557986579576165	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,complement_phagocytosis,tissue_remodeling	False	False
ACSL1	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	1.0837909812552056	0.0006400281559619	0.4	0.6385986480336311	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux	True	False
APOE	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	0.4658994008331568	0.0636863992817196	0.4	0.3516181212582208	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,tissue_remodeling	False	False
GPNMB	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	0.3446415760160748	0.1727605361253537	0.4	0.3031071075812847	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,tissue_remodeling	False	False
LPL	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	1.7928197332828406	6.530737036587019e-10	0.4	1.4136357742263002	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,tissue_remodeling	True	False
TREM2	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	-0.3916426462977564	0.2391564672528205	0.4	-0.3071502774413891	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,complement_phagocytosis,tissue_remodeling	False	False
SPP1	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	0.9283571128437142	7.304304746263274e-07	0.4	0.7801117994306094	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	tissue_remodeling	True	False
PLIN2	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	-1.2891304189604915	2.473159956087339e-07	0.4	-0.9619496619764862	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux	False	True
CD36	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	-0.3414088769017998	0.1964306167741916	0.4	-0.2998849580359489	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux	False	False
C1QA	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	0.6274656691772942	0.015353613019425	0.4	0.423889133686538	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	complement_phagocytosis	True	False
C1QB	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	0.8208739617096448	0.0007913632627515	0.4	0.5524303453266516	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	complement_phagocytosis	True	False
C1QC	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	0.6887395421714879	0.0114588109032197	0.4	0.44700150121154647	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	complement_phagocytosis	True	False
CD68	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	-1.1855314474301075	6.572777168226993e-05	0.4	-0.7417876655017525	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	complement_phagocytosis	False	True
CTSB	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	0.9846697484062252	4.769330112962075e-05	0.4	0.6828284462610554	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lysosome_antigen_processing	True	False
CTSD	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	-1.613373250106398	2.9691702991127127e-05	0.4	-0.9170644601290101	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lysosome_antigen_processing	False	True
LAMP1	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	-1.9221003774198897	0.0001953303463837	0.4	-0.945711515500894	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lysosome_antigen_processing	False	True
NAMPT	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	1.823282910831612	5.043865488820273e-08	0.4	1.251395352751477	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	metabolic_licensing	True	False
IFI30	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	1.6796246524482608	5.741546464685397e-07	0.4	1.0933735990962887	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lysosome_antigen_processing,interferon_chemokine	True	False
ASAH1	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	-0.1829965543144202	0.621786062526849	0.4	-0.244736711064632	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,lysosome_antigen_processing	False	False
TPP1	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	-1.837757642859854	7.531781950714347e-07	0.4	-1.1467475365952906	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lysosome_antigen_processing	False	True
LIPA	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	-0.9867622443802092	1.3491450440744113e-06	0.4	-0.7860917110779582	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,lysosome_antigen_processing	False	True
IL1B	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	1.915893181905735	5.838399438086705e-13	0.4	1.7495359091434408	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	interferon_chemokine,metabolic_licensing	True	False
TNF	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	0.4824578112719321	0.0847984529134603	0.4	0.3494455517676037	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	interferon_chemokine,metabolic_licensing	False	False
CXCL10	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	1.8494045752376216	1.866687028260207e-07	0.4	1.2089955692859844	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	interferon_chemokine	True	False
FCGR3A	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	1.7937320537723194	6.6023919002870555e-15	0.4	1.6762392322633914	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	unassigned	True	False
MSR1	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	0.862612459379895	3.948915381035194e-05	0.4	0.6459243339917318	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,complement_phagocytosis	True	False
MARCO	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	-0.133150681625637	0.727981919115898	0.4	-0.2318380744639271	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,complement_phagocytosis,tissue_remodeling	False	False
MERTK	Crohn	GSE75214	expression_screen	CD_active_ileum_vs_control_ileum	-0.1152342059025091	0.6278431454470811	0.4	-0.23056161798808905	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,complement_phagocytosis,tissue_remodeling	False	False
ACSL1	UC	GSE75214	expression_screen	UC_active_colon_vs_UC_inactive_colon	1.480587755912564	1.478706957429093e-15	0.6	2.2325289803213075	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux	True	False
APOE	UC	GSE75214	expression_screen	UC_active_colon_vs_UC_inactive_colon	1.5653649330150985	7.903362224510102e-12	0.6	2.1936676831652777	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	lipid_droplet_efflux,tissue_remodeling	True	False
