gene	selection_reasons	discovery_priority_score	broad_positive_disease_count	broad_negative_disease_count	broad_ms_positive_nominal	ms_wm_delta_log2	ms_wm_p	in_lipid_lysosomal_myeloid_neighborhood	raw_positive_analysis_count	raw_positive_disease_count	raw_negative_analysis_count	retained_positive_analysis_count	retained_positive_disease_count	non_ibd_retained_positive_analysis_count	non_ibd_retained_positive_disease_count	strict_core_covariate_surviving_analysis_count	strict_core_covariate_surviving_disease_count	strict_core_covariate_surviving_analyses	raw_positive_analyses	top_retained_tests	residual_gate_priority_score
PPP3CA	ms_positive_three_disease;top_rank	19.071874218968222	3.0	0.0	True	0.3662550380794975	0.0343364012152779	False	0	0	0	0	0	0	0	0	0				2
AQR	ms_positive_three_disease;top_rank	19.0	3.0	0.0	True	0.2576228255837183	0.0459326873416809	False	0	0	0	0	0	0	0	0	0				2
BTF3	top_rank	17.068955323434906	2.0	0.0	True	0.304770964070439	0.0167967913854618	False	0	0	0	0	0	0	0	0	0				2
LIPA	lipid_lysosomal_two_disease;mechanistic_scout	12.637249662017132	3.0	1.0	False	0.4580110941773352	0.2725305004844303	True	2	2	2	2	2	2	2	0	0		t1d_ductal_cell:0.316,p=0.0016;psoriasis_keratinocyte:0.304,p=0.0072	t1d_ductal_cell|lipid_loader_repair:0.275,p=0.00031;t1d_ductal_cell|c1q_phagocytic_myeloid:0.316,p=0.0015;t1d_ductal_cell|hif_nampt_metabolic:0.233,p=0.0016;t1d_ductal_cell|complement_phagocytosis:0.312,p=0.0019;psoriasis_keratinocyte|inflammatory_nfkb:0.271,p=0.023	1
FXYD5	four_disease_low_contradiction;top_rank	18.0	4.0	1.0	False	0.3524746864413863	0.0587113391653537	False	3	3	1	2	2	1	1	0	0		psoriasis_keratinocyte:0.365,p=0.029;t1d_endothelial_cell:0.367,p=0.029;ibd_uc_epithelial:0.426,p=0.036	psoriasis_keratinocyte|hif_nampt_metabolic:0.237,p=0.032;ibd_uc_epithelial|lysosomal_apc:0.43,p=0.032;ibd_uc_epithelial|complement_phagocytosis:0.423,p=0.036;psoriasis_keratinocyte|inflammatory_nfkb:0.356,p=0.049	1
PDE4D	mechanistic_scout	12.0	3.0	0.0	False	0.0249633764705032	0.9730170701178064	False	3	2	1	3	2	2	1	0	0		ibd_uc_myeloid:0.343,p=0.0097;psoriasis_skin_stromal:0.346,p=0.02;psoriasis_keratinocyte:0.287,p=0.026	psoriasis_skin_stromal|inflammatory_nfkb:0.35,p=0.0035;psoriasis_skin_stromal|hif_nampt_metabolic:0.328,p=0.0035;psoriasis_skin_stromal|lipid_loader_repair:0.36,p=0.0067;ibd_uc_myeloid|hla_ii_apc:0.31,p=0.017;psoriasis_skin_stromal|c1q_phagocytic_myeloid:0.344,p=0.021;ibd_uc_myeloid|c1q_phagocytic_myeloid:0.232,p=0.035;ibd_uc_myeloid|lipid_loader_repair:0.24,p=0.036;psoriasis_keratinocyte|inflammatory_nfkb:0.266,p=0.05	1
STAB1	lipid_lysosomal_two_disease	0.0	2.0	2.0	False	-0.7705380424797568	0.0003673247084598	True	1	1	1	1	1	1	1	0	0		psoriasis_skin_stromal:0.578,p=0.021	psoriasis_skin_stromal|hif_nampt_metabolic:0.559,p=0.011;psoriasis_skin_stromal|inflammatory_nfkb:0.58,p=0.012;psoriasis_skin_stromal|lipid_loader_repair:0.577,p=0.022;psoriasis_skin_stromal|c1q_phagocytic_myeloid:0.568,p=0.032	1
AXL	mechanistic_scout	-11.0	0.0	3.0	False	0.2436879373355509	0.2187319600718436	True	1	1	1	1	1	1	1	0	0		t1d_stellate_cell:0.55,p=0.042	t1d_stellate_cell|complement_effector:0.573,p=0.035;t1d_stellate_cell|c1q_phagocytic_myeloid:0.55,p=0.042;t1d_stellate_cell|lysosomal_apc:0.543,p=0.046	1
LRRC59	five_disease;four_disease_low_contradiction;top_rank	22.094557647894835	5.0	0.0	False	0.0422703381969409	0.8419061527165945	False	3	2	0	2	1	0	0	0	0		ibd_crohn_epithelial:0.313,p=0.00046;ibd_crohn_stromal:0.396,p=0.017;t1d_endothelial_cell:0.23,p=0.028	ibd_crohn_epithelial|lysosomal_apc:0.259,p=0.00032;ibd_crohn_epithelial|complement_phagocytosis:0.28,p=0.00099;ibd_crohn_stromal|inflammatory_nfkb:0.266,p=0.012;ibd_crohn_stromal|ifn_apc:0.407,p=0.013;ibd_crohn_stromal|lysosomal_apc:0.406,p=0.014;ibd_crohn_stromal|c1q_phagocytic_myeloid:0.397,p=0.016;ibd_crohn_stromal|complement_effector:0.396,p=0.017;ibd_crohn_stromal|hif_nampt_metabolic:0.266,p=0.018	1
PSMB8	four_disease_low_contradiction;top_rank	18.08696618310895	4.0	0.0	False	0.254256085876932	0.2662975252805021	False	2	2	0	1	1	0	0	0	0		ibd_uc_myeloid:0.469,p=0.0083;ibd_crohn_epithelial:0.205,p=0.022	ibd_uc_myeloid|hla_ii_apc:0.359,p=0.037;ibd_uc_myeloid|lipid_loader_repair:0.369,p=0.04	1
GPX2	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	False	-1.5707501698055557	0.0453220159509071	False	2	2	0	1	1	0	0	0	0		ibd_uc_epithelial:0.583,p=0.0022;ibd_crohn_epithelial:0.503,p=0.043	ibd_uc_epithelial|lysosomal_apc:0.575,p=0.0026;ibd_uc_epithelial|complement_phagocytosis:0.574,p=0.0031;ibd_uc_epithelial|lipid_loader_repair:0.532,p=0.0064;ibd_uc_epithelial|core_lysosomal_lipid:0.478,p=0.012;ibd_uc_epithelial|mixscale_validated_ifng_readout:0.327,p=0.036	1
TMEM165	four_disease_low_contradiction	16.0	4.0	0.0	False	-0.0838793497622809	0.7106442915738526	False	3	2	0	1	1	0	0	0	0		ibd_uc_myeloid:0.24,p=0.027;ibd_uc_epithelial:0.34,p=0.031;psoriasis_keratinocyte:0.565,p=0.033	ibd_uc_epithelial|lysosomal_apc:0.329,p=0.03;ibd_uc_epithelial|complement_phagocytosis:0.34,p=0.032;ibd_uc_epithelial|lipid_loader_repair:0.333,p=0.036;ibd_uc_epithelial|complement_effector:0.329,p=0.039	1
CD300E	mechanistic_scout	12.0	3.0	0.0	False	-1.516556121882542	0.131192827685522	False	2	2	0	1	1	0	0	0	0		ibd_crohn_myeloid:0.879,p=0.012;ibd_uc_myeloid:2.41,p=0.03	ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.752,p=0.014;ibd_crohn_myeloid|complement_effector:0.697,p=0.016;ibd_crohn_myeloid|hla_ii_apc:0.812,p=0.017;ibd_crohn_myeloid|lipid_loader_repair:0.796,p=0.024;ibd_crohn_myeloid|complement_phagocytosis:0.685,p=0.025;ibd_crohn_myeloid|core_lysosomal_lipid:0.538,p=0.03;ibd_crohn_myeloid|mif_cd74_receptor_state:0.642,p=0.04;ibd_crohn_myeloid|lysosomal_apc:0.534,p=0.046	1
OSMR	mechanistic_scout	6.5	1.0	0.0	False	-0.1853364301887587	0.8643590462425126	False	2	2	0	1	1	0	0	0	0		ibd_crohn_stromal:0.214,p=0.023;psoriasis_keratinocyte:0.461,p=0.05	ibd_crohn_stromal|lysosomal_apc:0.232,p=0.00078;ibd_crohn_stromal|c1q_phagocytic_myeloid:0.218,p=0.02	1
TMEM167A	five_disease;four_disease_low_contradiction;top_rank	23.0	5.0	0.0	False	-0.0593616890394788	0.7752687424411747	False	2	1	0	2	1	0	0	0	0		ibd_uc_stromal:0.235,p=0.0068;ibd_uc_myeloid:0.361,p=0.0083	ibd_uc_stromal|complement_effector:0.237,p=0.005;ibd_uc_stromal|hla_ii_apc:0.235,p=0.0068;ibd_uc_stromal|ifn_apc:0.227,p=0.0072;ibd_uc_stromal|lysosomal_apc:0.222,p=0.012;ibd_uc_stromal|inflammatory_nfkb:0.215,p=0.016;ibd_uc_myeloid|hla_ii_apc:0.313,p=0.018;ibd_uc_myeloid|c1q_phagocytic_myeloid:0.252,p=0.026;ibd_uc_myeloid|lipid_loader_repair:0.24,p=0.033	1
CD82	five_disease;four_disease_low_contradiction;mechanistic_scout;top_rank	21.0	5.0	0.0	False	0.5036946542270737	0.1728910748647989	False	1	1	0	1	1	0	0	0	0		ibd_uc_stromal:0.669,p=0.034	ibd_uc_stromal|complement_effector:0.686,p=0.0018;ibd_uc_stromal|hla_ii_apc:0.701,p=0.018;ibd_uc_stromal|ifn_apc:0.636,p=0.019;ibd_uc_stromal|lysosomal_apc:0.702,p=0.024;ibd_uc_stromal|inflammatory_nfkb:0.691,p=0.027	1
ASPM	four_disease_low_contradiction;top_rank	20.0	4.0	0.0	False	-1.3638286692250996	0.2047101795475818	False	1	1	0	1	1	0	0	0	0		ibd_crohn_epithelial:0.223,p=0.0097	ibd_crohn_epithelial|lysosomal_apc:0.224,p=0.0091	1
CASP8	four_disease_low_contradiction;mechanistic_scout;top_rank	19.0	4.0	0.0	False	-0.3627815685608038	0.0737162362572369	False	1	1	0	1	1	0	0	0	0		ibd_uc_epithelial:0.311,p=0.00056	ibd_uc_epithelial|complement_phagocytosis:0.302,p=0.00021;ibd_uc_epithelial|lysosomal_apc:0.306,p=0.0004;ibd_uc_epithelial|lipid_loader_repair:0.282,p=0.0025;ibd_uc_epithelial|core_lysosomal_lipid:0.249,p=0.0053	1
MAGOHB	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	False	0.1247308793297978	0.6937139762437037	False	1	1	0	1	1	0	0	0	0		ibd_uc_epithelial:0.249,p=0.044	ibd_uc_epithelial|lysosomal_apc:0.261,p=0.016;ibd_uc_epithelial|complement_phagocytosis:0.257,p=0.026	1
DDIT4	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	False	-0.2457619189268136	0.4286369433632368	False	1	1	0	1	1	0	0	0	0		ibd_crohn_epithelial:0.23,p=0.032	ibd_crohn_epithelial|lysosomal_apc:0.243,p=0.019;ibd_crohn_epithelial|complement_phagocytosis:0.209,p=0.048	1
SAA1	four_disease_low_contradiction;top_rank	17.062523809711184	4.0	0.0	False			False	1	1	0	1	1	0	0	0	0		ibd_uc_epithelial:3.31,p=0.016	ibd_uc_epithelial|complement_phagocytosis:3.14,p=0.0011;ibd_uc_epithelial|lysosomal_apc:3.2,p=0.0092;ibd_uc_epithelial|lipid_loader_repair:2.97,p=0.029;ibd_uc_epithelial|core_lysosomal_lipid:2.36,p=0.034	1
EPS8L1	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	False	-1.046997051715743	0.1655598038500068	False	1	1	0	1	1	0	0	0	0		ibd_uc_epithelial:0.441,p=0.039	ibd_uc_epithelial|lipid_loader_repair:0.5,p=0.011;ibd_uc_epithelial|core_lysosomal_lipid:0.471,p=0.017;ibd_uc_epithelial|lysosomal_apc:0.428,p=0.036;ibd_uc_epithelial|complement_phagocytosis:0.445,p=0.037	1
SPNS1	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	False	-0.1044989193858096	0.4834570887940685	False	1	1	0	1	1	0	0	0	0		ibd_crohn_epithelial:0.206,p=0.001	ibd_crohn_epithelial|lysosomal_apc:0.201,p=0.0019	1
RAB3D	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	False	0.2039390676429775	0.4825063232145794	False	1	1	0	1	1	0	0	0	0		ibd_uc_myeloid:0.41,p=0.0012	ibd_uc_myeloid|hla_ii_apc:0.309,p=0.0062;ibd_uc_myeloid|c1q_phagocytic_myeloid:0.335,p=0.0074;ibd_uc_myeloid|lipid_loader_repair:0.327,p=0.0079;ibd_uc_myeloid|complement_phagocytosis:0.284,p=0.021;ibd_uc_myeloid|complement_effector:0.274,p=0.032	1
SEC14L2	four_disease_low_contradiction	16.017510552700585	4.0	0.0	False	0.1570822775962059	0.8824681840301971	False	1	1	0	1	1	0	0	0	0		ibd_crohn_stromal:0.446,p=0.043	ibd_crohn_stromal|hla_ii_apc:0.474,p=0.029;ibd_crohn_stromal|ifn_apc:0.468,p=0.031;ibd_crohn_stromal|complement_effector:0.461,p=0.032;ibd_crohn_stromal|lipid_loader_repair:0.456,p=0.038;ibd_crohn_stromal|lysosomal_apc:0.428,p=0.039;ibd_crohn_stromal|core_lysosomal_lipid:0.415,p=0.047;ibd_crohn_stromal|c1q_phagocytic_myeloid:0.335,p=0.047	1
SP140	four_disease_low_contradiction	16.0	4.0	0.0	False	-0.0867628128456026	0.7262224269643743	False	1	1	0	1	1	0	0	0	0		ibd_crohn_myeloid:0.287,p=0.014	ibd_crohn_myeloid|hla_ii_apc:0.255,p=0.015;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.284,p=0.016;ibd_crohn_myeloid|complement_phagocytosis:0.262,p=0.025;ibd_crohn_myeloid|complement_effector:0.24,p=0.026;ibd_crohn_myeloid|lipid_loader_repair:0.246,p=0.029;ibd_crohn_myeloid|mif_cd74_receptor_state:0.209,p=0.046	1
C4ORF46	four_disease_low_contradiction	16.0	4.0	0.0	False	0.4140706647727867	0.3727546540596206	False	1	1	0	1	1	0	0	0	0		ibd_uc_myeloid:0.216,p=0.014	ibd_uc_myeloid|hla_ii_apc:0.2,p=0.021	1
RAB11A	four_disease_low_contradiction	16.0	4.0	0.0	False	-0.0332515371723509	0.7858510052593756	False	1	1	0	1	1	0	0	0	0		ibd_crohn_stromal:0.214,p=0.0017	ibd_crohn_stromal|complement_effector:0.215,p=0.0016;ibd_crohn_stromal|lysosomal_apc:0.207,p=0.0018	1
SLPI	four_disease_low_contradiction	15.0	4.0	1.0	False	-2.815168367206164	0.017295664604268	False	3	1	0	3	1	0	0	0	0		ibd_uc_epithelial:0.651,p=0.01;ibd_uc_myeloid:1.14,p=0.012;ibd_uc_stromal:0.45,p=0.017	ibd_uc_epithelial|complement_phagocytosis:0.625,p=0.0055;ibd_uc_epithelial|lysosomal_apc:0.621,p=0.0061;ibd_uc_stromal|complement_effector:0.446,p=0.013;ibd_uc_epithelial|lipid_loader_repair:0.631,p=0.014;ibd_uc_stromal|lysosomal_apc:0.339,p=0.017;ibd_uc_stromal|ifn_apc:0.45,p=0.017;ibd_uc_myeloid|hla_ii_apc:1.07,p=0.018;ibd_uc_stromal|hla_ii_apc:0.44,p=0.019	1
BCL2L14	four_disease_low_contradiction	14.0	4.0	1.0	False			False	1	1	0	1	1	0	0	0	0		ibd_uc_myeloid:0.384,p=0.027	ibd_uc_myeloid|lipid_loader_repair:0.343,p=0.049	1
PGGHG	four_disease_low_contradiction	12.0	4.0	1.0	False			False	1	1	0	1	1	0	0	0	0		ibd_crohn_epithelial:0.33,p=0.021	ibd_crohn_epithelial|lysosomal_apc:0.364,p=0.0047;ibd_crohn_epithelial|core_lysosomal_lipid:0.311,p=0.019;ibd_crohn_epithelial|complement_phagocytosis:0.305,p=0.031;ibd_crohn_epithelial|lipid_loader_repair:0.313,p=0.031;ibd_crohn_epithelial|inflammatory_nfkb:0.299,p=0.04	1
RAB11FIP4	four_disease_low_contradiction	12.0	4.0	1.0	False	-0.0981976718520032	0.7672225884798718	False	1	1	0	1	1	0	0	0	0		ibd_uc_myeloid:0.216,p=0.028	ibd_uc_myeloid|lipid_loader_repair:0.205,p=0.039	1
TNIP3	top_rank	19.0	3.0	0.0	False	-2.0847233358346267	0.0835530313648222	False	1	1	0	1	1	0	0	0	0		ibd_crohn_myeloid:1.41,p=0.015	ibd_crohn_myeloid|hla_ii_apc:1.48,p=0.0072;ibd_crohn_myeloid|c1q_phagocytic_myeloid:1.11,p=0.01;ibd_crohn_myeloid|complement_effector:1.35,p=0.02;ibd_crohn_myeloid|mif_cd74_receptor_state:1.35,p=0.02;ibd_crohn_myeloid|lipid_loader_repair:1.26,p=0.023;ibd_crohn_myeloid|complement_phagocytosis:0.931,p=0.024;ibd_crohn_myeloid|core_lysosomal_lipid:1.09,p=0.04;ibd_crohn_myeloid|lysosomal_apc:1.09,p=0.04	1
CTNNB1	top_rank	17.078980383032157	3.0	0.0	False	-0.080760773212221	0.7572678141399579	False	1	1	0	1	1	0	0	0	0		ibd_uc_epithelial:0.326,p=0.0037	ibd_uc_epithelial|complement_phagocytosis:0.323,p=0.0044;ibd_uc_epithelial|lysosomal_apc:0.32,p=0.005;ibd_uc_epithelial|lipid_loader_repair:0.274,p=0.013;ibd_uc_epithelial|core_lysosomal_lipid:0.222,p=0.028;ibd_uc_epithelial|mixscale_validated_ifng_readout:0.242,p=0.03;ibd_uc_epithelial|complement_effector:0.237,p=0.045	1
ENO1	top_rank	17.001965596048255	3.0	0.0	False	0.0882244973537567	0.7580778311467075	False	2	1	0	2	1	0	0	0	0		ibd_uc_epithelial:0.328,p=0.014;ibd_uc_stromal:0.429,p=0.034	ibd_uc_stromal|lysosomal_apc:0.505,p=0.0013;ibd_uc_stromal|core_lysosomal_lipid:0.408,p=0.0055;ibd_uc_epithelial|complement_phagocytosis:0.313,p=0.0077;ibd_uc_stromal|complement_effector:0.438,p=0.0092;ibd_uc_epithelial|lysosomal_apc:0.315,p=0.013;ibd_uc_epithelial|lipid_loader_repair:0.327,p=0.015;ibd_uc_stromal|hla_ii_apc:0.391,p=0.027;ibd_uc_stromal|ifn_apc:0.437,p=0.028	1
CNN2	top_rank	17.0	3.0	0.0	False	0.2777081301849184	0.6051843781123623	False	2	1	0	2	1	0	0	0	0		ibd_uc_epithelial:0.285,p=0.0071;ibd_uc_myeloid:0.267,p=0.033	ibd_uc_epithelial|complement_phagocytosis:0.274,p=0.0017;ibd_uc_epithelial|lysosomal_apc:0.276,p=0.0032;ibd_uc_epithelial|lipid_loader_repair:0.28,p=0.0086;ibd_uc_epithelial|core_lysosomal_lipid:0.243,p=0.01;ibd_uc_myeloid|hla_ii_apc:0.266,p=0.034	1
SSR3	top_rank	17.0	3.0	0.0	False	0.0999861813976039	0.4575487426225497	False	2	1	0	2	1	0	0	0	0		ibd_uc_stromal:0.428,p=0.012;ibd_uc_epithelial:0.344,p=0.029	ibd_uc_stromal|complement_effector:0.436,p=0.002;ibd_uc_stromal|lysosomal_apc:0.451,p=0.0047;ibd_uc_stromal|ifn_apc:0.433,p=0.011;ibd_uc_stromal|hla_ii_apc:0.407,p=0.012;ibd_uc_stromal|core_lysosomal_lipid:0.391,p=0.014;ibd_uc_epithelial|lipid_loader_repair:0.352,p=0.024;ibd_uc_epithelial|complement_phagocytosis:0.346,p=0.027;ibd_uc_stromal|lipid_loader_repair:0.38,p=0.028	1
IRF1	mechanistic_scout	8.0	1.0	0.0	False	-0.0303981739668568	0.9222930745319916	False	2	1	0	2	1	0	0	0	0		ibd_crohn_myeloid:0.635,p=0.0037;ibd_crohn_epithelial:0.348,p=0.0092	ibd_crohn_myeloid|lipid_loader_repair:0.662,p=0.0018;ibd_crohn_myeloid|hla_ii_apc:0.623,p=0.0047;ibd_crohn_myeloid|core_lysosomal_lipid:0.581,p=0.0073;ibd_crohn_myeloid|complement_effector:0.599,p=0.0076;ibd_crohn_myeloid|lysosomal_apc:0.578,p=0.011;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.498,p=0.011;ibd_crohn_epithelial|lysosomal_apc:0.33,p=0.013;ibd_crohn_myeloid|mif_cd74_receptor_state:0.552,p=0.015	1
JAK2	mechanistic_scout	4.969988408671083	1.0	0.0	False	0.1310389086976435	0.5843508835841206	False	1	1	0	1	1	0	0	0	0		ibd_crohn_myeloid:0.565,p=0.03	ibd_crohn_myeloid|hla_ii_apc:0.483,p=0.028;ibd_crohn_myeloid|lipid_loader_repair:0.535,p=0.038;ibd_crohn_myeloid|complement_effector:0.422,p=0.04;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.518,p=0.043	1
NLRP3	mechanistic_scout	4.0	1.0	0.0	False	-0.2348280075935918	0.4767192630645722	False	1	1	0	1	1	0	0	0	0		ibd_uc_myeloid:0.515,p=0.014	ibd_uc_myeloid|c1q_phagocytic_myeloid:0.4,p=0.043;ibd_uc_myeloid|hla_ii_apc:0.383,p=0.045	1
TBXAS1	lipid_lysosomal_two_disease	9.094441686016886	2.0	0.0	False	-0.178349416841506	0.5543349188590714	True	1	1	0	0	0	0	0	0	0		psoriasis_keratinocyte:0.216,p=0.0039		1
SPP1	lipid_lysosomal_two_disease;mechanistic_scout	11.135984303587598	2.0	0.0	False	0.0019111874426158	0.994792495277153	True	0	0	0	0	0	0	0	0	0				1
TREM2	mechanistic_scout	1.3473480907518938	0.0	0.0	False	0.1899583473475061	0.612719290366184	True	0	0	0	0	0	0	0	0	0				1
COX7B	four_disease_low_contradiction	15.0	4.0	1.0	False	0.336284974580872	0.3849065929257884	False	2	2	1	1	1	1	1	0	0		t1d_ductal_cell:0.346,p=0.014;psoriasis_keratinocyte:0.538,p=0.034	t1d_ductal_cell|lipid_loader_repair:0.277,p=0.01;t1d_ductal_cell|c1q_phagocytic_myeloid:0.346,p=0.012;t1d_ductal_cell|complement_phagocytosis:0.339,p=0.016;t1d_ductal_cell|hif_nampt_metabolic:0.232,p=0.028	0
CTSC	four_disease_low_contradiction	15.040652647830395	4.0	1.0	False	0.0104805143281527	0.9460810317140338	False	2	1	1	2	1	2	1	0	0		psoriasis_skin_stromal:0.405,p=0.0058;psoriasis_keratinocyte:1.55,p=0.039	psoriasis_skin_stromal|inflammatory_nfkb:0.406,p=0.0025;psoriasis_skin_stromal|c1q_phagocytic_myeloid:0.379,p=0.0041;psoriasis_skin_stromal|hif_nampt_metabolic:0.395,p=0.0046;psoriasis_skin_stromal|lipid_loader_repair:0.39,p=0.0092;psoriasis_keratinocyte|inflammatory_nfkb:1.28,p=0.027	0
LIMS1	top_rank	21.0	2.0	0.0	True	0.5206467023461094	0.0204864195148095	False	2	1	1	2	1	0	0	0	0		ibd_uc_myeloid:0.523,p=0.0015;ibd_uc_epithelial:0.203,p=0.023	ibd_uc_myeloid|c1q_phagocytic_myeloid:0.434,p=0.011;ibd_uc_myeloid|hla_ii_apc:0.382,p=0.012;ibd_uc_myeloid|lipid_loader_repair:0.307,p=0.016;ibd_uc_epithelial|complement_phagocytosis:0.205,p=0.021;ibd_uc_epithelial|lipid_loader_repair:0.205,p=0.022;ibd_uc_epithelial|complement_effector:0.202,p=0.025;ibd_uc_myeloid|complement_phagocytosis:0.368,p=0.032	0
ABHD2	top_rank	17.0	2.0	0.0	True	0.7082492463572763	0.0032438170483105	False	1	1	1	1	1	0	0	0	0		ibd_uc_epithelial:0.206,p=0.045	ibd_uc_epithelial|core_lysosomal_lipid:0.212,p=0.038;ibd_uc_epithelial|lipid_loader_repair:0.212,p=0.039;ibd_uc_epithelial|lysosomal_apc:0.205,p=0.045;ibd_uc_epithelial|complement_phagocytosis:0.203,p=0.046	0
SLC25A22	four_disease_low_contradiction;top_rank	20.02678573149319	4.0	0.0	False	-0.6985123452763329	0.0770558522970201	False	1	1	0	0	0	0	0	0	0		t1d_endothelial_cell:0.287,p=0.037		0
AP2B1	four_disease_low_contradiction;top_rank	19.071011434889556	4.0	0.0	False	0.1143865331231861	0.3967725673770887	False	1	1	0	0	0	0	0	0	0		t1d_beta_cell:0.474,p=0.021		0
PSMA3	four_disease_low_contradiction;top_rank	18.08115812674908	4.0	0.0	False	0.4666329191743639	0.1222932329497812	False	1	1	0	0	0	0	0	0	0		t1d_acinar_cell:0.4,p=0.039		0
PIK3R2	four_disease_low_contradiction	16.0	4.0	0.0	False	-0.039543595896534	0.8467976277585396	False	1	1	0	0	0	0	0	0	0		psoriasis_keratinocyte:0.217,p=0.037		0
RREB1	four_disease_low_contradiction	12.0	4.0	1.0	False	0.1009647076639126	0.5620608983493702	False	1	1	0	0	0	0	0	0	0		ibd_crohn_epithelial:0.208,p=0.00034		0
NOP14	top_rank	17.0	3.0	0.0	False	0.3336761795864902	0.0678862263396301	False	1	1	0	0	0	0	0	0	0		ibd_crohn_epithelial:0.214,p=0.0011		0
FAM136A	five_disease;four_disease_low_contradiction;top_rank	22.0	5.0	0.0	False	-0.3296785879844943	0.3541914497691751	False	0	0	0	0	0	0	0	0	0				0
DDX39A	four_disease_low_contradiction;top_rank	19.0	4.0	0.0	False	-0.2536254050302382	0.2501673335954121	False	0	0	0	0	0	0	0	0	0				0
NUP205	four_disease_low_contradiction;top_rank	18.05758094470359	4.0	0.0	False	0.060155073131991	0.6829134822005106	False	0	0	0	0	0	0	0	0	0				0
PSMA1	four_disease_low_contradiction;top_rank	18.012893676748646	4.0	0.0	False	-0.0205187994462949	0.9295250036210368	False	0	0	0	0	0	0	0	0	0				0
DENND2D	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	False	0.23284797395325	0.5132071050995565	False	0	0	0	0	0	0	0	0	0				0
ESCO2	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	False	0.6111340072242708	0.6073267920045339	False	0	0	0	0	0	0	0	0	0				0
CKLF	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	False	0.0498404644382599	0.8196714074505087	False	0	0	0	0	0	0	0	0	0				0
MAGIX	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	False	-0.5739478296305318	0.4787906548422233	False	0	0	0	0	0	0	0	0	0				0
MRRF	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	False	-0.0330657323349967	0.8851391554235607	False	0	0	0	0	0	0	0	0	0				0
CARD10	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	False	0.0547600261905163	0.9549672277146972	False	0	0	0	0	0	0	0	0	0				0
RPP40	four_disease_low_contradiction	16.0	4.0	0.0	False	-0.0563641271595996	0.9372620628304918	False	0	0	0	0	0	0	0	0	0				0
ZWILCH	four_disease_low_contradiction	16.0	4.0	0.0	False	-1.1097490991246437	0.2177940818790457	False	0	0	0	0	0	0	0	0	0				0
PI15	four_disease_low_contradiction	16.0	4.0	0.0	False	-0.0640299863139053	0.9585507484860836	False	0	0	0	0	0	0	0	0	0				0
CHD1L	four_disease_low_contradiction	16.0	4.0	0.0	False	-0.0838461236310266	0.6083300433712847	False	0	0	0	0	0	0	0	0	0				0
SLC10A7	four_disease_low_contradiction	16.0	4.0	0.0	False	-1.1903537251013177	0.1768744028269366	False	0	0	0	0	0	0	0	0	0				0
PIKFYVE	mechanistic_scout	8.0	2.0	0.0	False	0.018184324050269	0.9141341743012624	False	0	0	0	0	0	0	0	0	0				0
GPNMB	mechanistic_scout	5.712142231935277	1.0	2.0	True	1.4339584334150557	0.0049097425501504	True	0	0	1	0	0	0	0	0	0				0
PPARG	mechanistic_scout	4.0	1.0	2.0	True	1.33861418076643	0.0023372069061631	True	0	0	1	0	0	0	0	0	0				0
NR1H3	mechanistic_scout	-3.0	1.0	2.0	False	0.9212173629129756	0.2094063049703438	False	0	0	0	0	0	0	0	0	0				0
MSR1	mechanistic_scout	8.853999942239374	0.0	0.0	True	0.5659305923555848	0.0313140694878595	True	0	0	1	0	0	0	0	0	0				0
CD300A	mechanistic_scout	0.1191355142822976	0.0	0.0	False	-0.3453443248914674	0.0766109345414007	False	0	0	0	0	0	0	0	0	0				0
FCGR2B	mechanistic_scout	-4.0	0.0	1.0	False	0.3743680552898727	0.5995853752716118	False	0	0	0	0	0	0	0	0	0				0
SIGLEC10	mechanistic_scout	-4.0	0.0	1.0	False	-0.6228823890231006	0.0790960238639784	False	0	0	0	0	0	0	0	0	0				0
TFEB	mechanistic_scout	-4.0	0.0	1.0	False	0.2616412793437703	0.1677365293947767	False	0	0	0	0	0	0	0	0	0				0
TFE3	mechanistic_scout	-4.0	0.0	1.0	False	0.0200878545803053	0.9102984423769684	False	0	0	0	0	0	0	0	0	0				0
CD200R1	mechanistic_scout	-12.0	0.0	3.0	False	0.8754679036799504	0.4636324457626696	False	0	0	0	0	0	0	0	0	0				0
