gene	call	fresh_score	support_channels	ms	broad_cell_state	response	genetics	perturbation_or_model	modality	ms_delta_log2	ms_p	ms_fdr	broad_positive_disease_count	broad_positive_diseases	response_contexts	strong_l2g_disease_count	strong_qtl_coloc_disease_count	wave55_genetic_disease_count	blocker_flag	blocker_text
POT1	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.490668209160841	0.0092511106832238	0.8349413280632139	2	Crohn disease;type 1 diabetes mellitus	0	0	0	0	False	    
RASAL2	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.4877879775601794	0.015488687466045	0.8372898579012464	2	psoriasis;ulcerative colitis	0	0	0	0	False	    
RC3H2	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.6714265510560322	0.0037093870033448	0.8344760564031432	2	Crohn disease;psoriasis	0	0	0	0	False	    
SET	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.2538505157949657	0.0030861408586339	0.8344760564031432	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    
SGK3	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.5524870707694998	0.0140757316501568	0.8372898579012464	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    
SMS	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.4863409154464726	0.0434787704877416	0.8665399879407999	2	Crohn disease;type 1 diabetes mellitus	0	0	0	0	False	    
STARD10	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	1.338228658744848	0.0027910892871222	0.8344760564031432	2	Crohn disease;Sjogren syndrome	0	0	0	0	False	    
TUBB6	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	1.0664737030458395	0.0254599328982857	0.8472374898464006	2	psoriasis;type 1 diabetes mellitus	0	0	0	0	False	    
TUBD1	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.9441354600739302	0.0373413228846357	0.8506970233122761	2	Crohn disease;type 1 diabetes mellitus	0	0	0	0	False	    
VEZT	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.3488620815827019	0.0059595754255308	0.8344760564031432	2	type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
XPOT	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.3949785947730522	0.0188527386901945	0.8372898579012464	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    
YIPF5	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.7423785081560563	0.0154405013092135	0.8372898579012464	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    
ZNF557	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.8440471562712748	0.0436110464533341	0.8665399879407999	2	psoriasis;type 1 diabetes mellitus	0	0	0	0	False	    
AGRN	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1994784498572919	0.5354048479004957	0.9369525137394764	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
ANGPTL4	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.2766540208550863	0.777588841282817	0.9737243919138366	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
AP2B1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1143865331231861	0.3967725673770887	0.9157809859344704	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
APOL1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1201588560224085	0.5940095372095473	0.9466965949245808	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
ARHGEF28	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.3380808950063811	0.7429489642671361	0.96979071939984	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
ASL	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.321226334266484	0.2727488139944647	0.9049965616313804	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
ASPM	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.3638286692250996	0.2047101795475818	0.8993702893651148	4	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0	0	0	0	False	    
ATOX1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.5235633697570927	0.5641167566536998	0.9421446607973148	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    
BATF2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.4663532045609768	0.0465999150990571	0.8744776374054363	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	  candidate lacks direct perturbation or model support 
BCL2L14	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0	1.0	1.0	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
BICD1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1223308019576796	0.8499182945895195	0.9769977513666154	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
C1QTNF1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.2172605175146804	0.8642634636230562	0.9801638168834976	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
C4ORF46	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0	1.0	1.0	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
CAPZA1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0475030377449154	0.734525172997871	0.9693303715651268	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
CARD10	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0547600261905163	0.9549672277146972	0.995447887770418	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
CASP10	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.249366701816033	0.2063174319242694	0.8993702893651148	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	  candidate lacks direct perturbation or model support 
CASP4	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.2066862758954002	0.4927047679399916	0.9271619615463814	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
CASP8	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.3627815685608038	0.0737162362572369	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 
CCL19	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.29003978913952	0.3974902111744002	0.9157809859344704	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    
CD24	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.3131457372415891	0.79096128985077	0.9747766810218778	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
CDC42EP1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.6598454097801811	0.3996904789448396	0.9157809859344704	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
CFB	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.9822682065524936	0.2868607768107353	0.9055783835864206	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
CFP	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-2.298076006660539	0.0364971261630132	0.8506970233122761	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
CHD1L	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0838461236310266	0.6083300433712847	0.9476308467322015	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
CKLF	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0498404644382599	0.8196714074505087	0.9761732664217524	4	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
COL4A1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1822153154682535	0.8835701022678253	0.984156675655436	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
COL4A2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.5459652149974854	0.4263295541224172	0.9195199515584406	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
COX7A2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1753693830366742	0.3925186644961553	0.9157809859344704	4	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
COX7B	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.336284974580872	0.3849065929257884	0.9141270983319502	4	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
CSTA	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.6468373545907893	0.4000386986563147	0.9157809859344704	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    
CTSC	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0104805143281527	0.9460810317140338	0.9944057947422876	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
CYTOR	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0	1.0	1.0	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
DBI	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.3206064424724584	0.1791727003295389	0.8993702893651148	4	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
DDAH1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.4185644125606291	0.7856821149198733	0.9745041645639924	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
DDIT4	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.2457619189268136	0.4286369433632368	0.9195199515584406	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
DDX39A	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.2536254050302382	0.2501673335954121	0.9004758652001262	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
DENND2D	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.23284797395325	0.5132071050995565	0.9333944066040598	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
DNAJB11	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.527981077152857	0.1109266021735256	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
DUSP6	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.2379508353827084	0.4679174433060951	0.9239963547089984	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
DYNLT1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0988216463745192	0.7211931205756285	0.9677414401546712	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    
EPS8L1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.046997051715743	0.1655598038500068	0.8989378106274888	4	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
EPSTI1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.4425534478541948	0.1545660129526676	0.8989378106274888	4	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0	0	0	0	False	    
ESCO2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.6111340072242708	0.6073267920045339	0.9473423366873376	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
FKBP1A	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.3348545094591504	0.2385454869670045	0.9004758652001262	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
GALE	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.0780208820228463	0.2144225112003847	0.8993702893651148	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
GOLT1B	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1829471381030103	0.3453990585708625	0.9141270983319502	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
GPX2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.5707501698055557	0.0453220159509071	0.8720558158456704	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
GYS1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1933553648236436	0.4565431819290166	0.9236315051718146	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
HLA-DMA	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.2126620284251732	0.2606019417088906	0.9049965616313804	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
HLA-DMB	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1259803949746825	0.6648851015588776	0.9565589890801192	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
HOPX	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.3877143880589893	0.5430721972817008	0.9390010612097776	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    
HSPG2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.9546932008932972	0.3187159992688665	0.9120391943246274	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
IDO1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0	1.0	1.0	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    
IFI16	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1455706960923652	0.4127338050377425	0.9182855687364296	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 
IFT43	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1897444533074441	0.4658323993028715	0.9239963547089984	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    
IL23A	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.6573316951945598	0.0916123649390088	0.8989378106274888	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
ITGA2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.5077457401179997	0.1447926777202628	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
ITGA5	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1818483762333631	0.4332880175719348	0.9199785395838066	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
ITGB4	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.3797347469240266	0.1442983736782742	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
KCNJ2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0024263976862091	0.9930959415390695	0.9992380443970746	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
KYNU	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0567426647334272	0.8832960580858076	0.984156675655436	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    
LAMB3	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.2487970571570184	0.8485205641188109	0.9766943345271908	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
LRG1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.2380702563143817	0.6702536111918803	0.9586149392782212	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
LTF	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-3.3124210879584215	0.0043608765942223	0.8344760564031432	4	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0	0	0	0	False	    
LYPLA1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0022955277659946	0.9912163477850076	0.9992380443970746	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
MAGIX	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.5739478296305318	0.4787906548422233	0.926038761164836	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
MAGOHB	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1247308793297978	0.6937139762437037	0.9646161727383372	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
METAP1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1760880236986839	0.5494103314772019	0.9390010612097776	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
MMP15	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.812501370281954	0.0728459543548149	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
MMP7	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	1.836134503047833	0.1901690746366625	0.8993702893651148	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
MOB3B	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0276495030161427	0.9558863220247624	0.995447887770418	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
MPHOSPH6	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.5952492354373149	0.1685973390358947	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
MRRF	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0330657323349967	0.8851391554235607	0.9842134382901514	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
MSRB1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0476228372838241	0.8145296396169516	0.9761732664217524	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
MTHFD2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0461599204982174	0.8145219094018459	0.9761732664217524	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
MYD88	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.389201776886912	0.0319927545594391	0.8506970233122761	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
NMI	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1366878120920951	0.5370361570982254	0.9373514284920804	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
NPTX2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.4108580115732154	0.6770693013211236	0.9604606324595966	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
NUP205	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.060155073131991	0.6829134822005106	0.961744569860308	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
PDIA4	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.6214340839245054	0.0407144742028937	0.8573807218486817	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
PDLIM7	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.3031114239445287	0.4681143272853248	0.9239963547089984	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
PDPN	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1646831166015037	0.49717795424805	0.927698641490189	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
PGGHG	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0	1.0	1.0	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
PI15	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0640299863139053	0.9585507484860836	0.995447887770418	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
PI3	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0	1.0	1.0	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    
PIK3R2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.039543595896534	0.8467976277585396	0.976211196296546	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    
