gene	wave34_score	wave34_call	failed_gates	gwas_catalog_trait_count	gwas_catalog_min_p	gwas_catalog_traits	local_positive_disease_count	local_negative_disease_count	positive_diseases	residual_retained_disease_count	ms_anchor	ms_wm_delta_log2	ms_wm_p	genetics_ready_score	ot_n_diseases_score_ge_0_5	gtex_n_relevant_tissues_with_significant_cis_eqtl	druggable_activity_count	chembl_target_id	chembl_pref_name	chembl_target_type	chembl_best_nM	clinicaltrials_autoimmune_count	europepmc_autoimmune_hit_count	perturbation_or_model_support	foundation_rescue_recommendation	foundation_real_perturbation_alignment_call	manual_blocker_class	manual_blocker_text_wave34	proxy_call	primary_blocker
COG6	18.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	9	9e-22	COVID-19 hospitalization or rheumatoid arthritis (MTAG);Multiple sclerosis;Psoriasis;Rheumatoid arthritis;Rheumatoid arthritis (ACPA-positive);Rheumatoid arthritis (MTAG);Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Systemic lupus erythematosus (MTAG);Systemic lupus erythematosus or rheumatoid arthritis	2.0	0.0	Crohn disease;type 1 diabetes mellitus	0.0	False	0.1548633904039249	0.5706498550414025				0.0	CHEMBL4105962	Conserved oligomeric Golgi complex subunit 6	SINGLE PROTEIN		0.0	140.0	False						
NKD1	18.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	9	6e-99	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Crohn's disease (Tractor method with European ancestry);Crohn's disease vs rheumatoid arthritis (ordinary least squares (OLS));Crohn's disease vs ulcerative colitis (ordinary least squares (OLS));Inflammatory bowel disease;Inflammatory bowel disease (MTAG);Inflammatory bowel disease (Tractor method with European ancestry);Pediatric autoimmune diseases	2.0	0.0	Sjogren syndrome;type 1 diabetes mellitus	0.0	False	-0.1688407958774949	0.8167305448554346				0.0					0.0	141.0	False						
BANK1	18.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	8	4e-24	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Extraintestinal manifestations in inflammatory bowel disease (skin manifestations);Inflammatory bowel disease;Inflammatory bowel disease or schizophrenia (pleiotropy);Lupus nephritis in systemic lupus erythematosus;Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG)	2.0	0.0	Crohn disease;ulcerative colitis	0.0	False	-1.3276943484174517	0.2391155920390936				0.0					0.0	739.0	False						
CDC37	18.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	8	3e-20	Ankylosing spondylitis;COVID-19 hospitalization or systemic lupus erythematosus (MTAG);Crohn's disease;Inflammatory bowel disease;Inflammatory bowel disease (MTAG);Multiple sclerosis;Primary biliary cholangitis;Severe COVID-19 or systemic lupus erythematosus (MTAG)	2.0	0.0	psoriasis;type 1 diabetes mellitus	0.0	False	0.0337545363948947	0.6420700737930726				0.0	CHEMBL1795123	Hsp90 co-chaperone Cdc37	SINGLE PROTEIN		0.0	457.0	False						
CSF2RB	18.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	8	5e-50	Ankylosing spondylitis;Atopic dermatitis;Crohn's disease;Inflammatory bowel disease;Multiple sclerosis;Multiple sclerosis and LDL levels (pleiotropy);Rheumatoid arthritis;Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	2.0	0.0	Crohn disease;ulcerative colitis	0.0	False	-0.117392067497148	0.4764393670096378				0.0	CHEMBL4804252	Innate repair receptor	PROTEIN COMPLEX		1.0	733.0	False						
KIF21B	18.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	8	1e-32	Acute anterior uveitis (with or without ankylosing spondylitis);Ankylosing spondylitis;Crohn's disease;Inflammatory bowel disease;Inflammatory bowel disease (MTAG);Multiple sclerosis;Primary biliary cholangitis;Ulcerative colitis	2.0	0.0	Crohn disease;type 1 diabetes mellitus	0.0	False	0.0177606664403153	0.9523047819606568				0.0					0.0	204.0	False						
ETS1	17.2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	17	2e-58	Atopic dermatitis;Celiac disease;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Chronic lymphocytic leukemia or systemic lupus erythematosus;Inflammatory bowel disease;Multiple sclerosis;Primary biliary cholangitis;Psoriasis;Psoriasis or type 2 diabetes (trans-disease meta-analysis);Psoriasis or type 2 diabetes (trans-disease meta-analysis)(opposite effect);Psoriasis vulgaris;Rheumatoid arthritis;Rheumatoid arthritis (ACPA-positive);Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Ulcerative colitis	2.0	1.0	Crohn disease;ulcerative colitis	0.0	False	0.0153749961763871	0.9662802005584104				0.0	CHEMBL2169736	Tyrosyl-DNA phosphodiesterase 2	SINGLE PROTEIN		0.0	2391.0	False						
RDX	17.2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	10	3e-22	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Multiple sclerosis;Psoriasis;Psoriasis (PheCode 696.4);Psoriasis and related disorder (PheCode 696);Psoriasis or type 2 diabetes (trans-disease meta-analysis);Psoriasis or type 2 diabetes (trans-disease meta-analysis)(opposite effect);Psoriasis vulgaris;Psoriasis vulgaris (PheCode 696.41);Type 1 diabetes with renal manifestations (PheCode 250.12)	2.0	1.0	Crohn disease;psoriasis	0.0	False	-0.1410501887294906	0.2299428046817091				0.0	CHEMBL6066454	Radixin	SINGLE PROTEIN		0.0	229.0	False						
TCF7L2	17.2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	8	4e-98	Median relapse-independent longitudinal Multiple Sclerosis Severity Scale score in relapse-onset multiple sclerosis;Median relapse-independent longitudinal age-related multiple sclerosis severity score in relapse-onset multiple sclerosis;Psoriasis or type 2 diabetes (trans-disease meta-analysis);Psoriasis or type 2 diabetes (trans-disease meta-analysis)(opposite effect);Type 1 diabetes;Type 1 diabetes (PheCode 250.1);Type 1 diabetes with neurological manifestations (PheCode 250.14);Type 1 diabetes with ophthalmic manifestations (PheCode 250.13)	2.0	1.0	Crohn disease;type 1 diabetes mellitus	0.0	False	-0.330007618444041	0.2592407241485264				0.0	CHEMBL3038511	TCF4/beta-catenin	PROTEIN COMPLEX		0.0	3574.0	False						
UBAC2	17.2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	8	2e-14	Atopic dermatitis;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Graves' disease;Inflammatory bowel disease;Psoriasis;Systemic lupus erythematosus;Ulcerative colitis	2.0	1.0	psoriasis;ulcerative colitis	0.0	False	0.0968955217281681	0.5781836951316416				0.0					0.0	107.0	False						
PTPN22	17.0	NO_GO_GENETIC_DRUGGABLE_PRIOR_ART_BLOCKED	gate_perturbation_or_model;gate_not_prior_art_blocked	28	5e-174	Autoimmune thyroid disease;Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis);Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Crohn's disease vs rheumatoid arthritis (ordinary least squares (OLS));Crohn's disease vs ulcerative colitis (ordinary least squares (OLS));Early-onset myasthenia gravis;Graves' disease;Hashimoto thyroiditis;Hypothyroidism or rheumatoid arthritis (pleiotropy);Late-onset myasthenia gravis;Myasthenia gravis;Pediatric autoimmune diseases;Rheumatoid arthritis;Rheumatoid arthritis (ACPA-positive);Rheumatoid arthritis (PheCode 714.1);Rheumatoid arthritis (rheumatoid factor and anti-cyclic citrullinated peptide seronegative);Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Rheumatoid arthritis and other inflammatory (PheCode 714);Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Systemic lupus erythematosus or rheumatoid arthritis;Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies);Type 1 diabetes;Type 1 diabetes and autoimmune thyroid diseases	1.0	0.0	Sjogren syndrome	0.0	True	0.81950776939291	0.0313351961928456				1114.0	CHEMBL2889	Tyrosine-protein phosphatase non-receptor type 22	SINGLE PROTEIN	270.0	9.0	4948.0	False						
ATXN2	17.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	27	1e-142	Autoimmune thyroid disease;Celiac disease;Celiac disease or Rheumatoid arthritis;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Graves' disease;Hashimoto thyroiditis;Hypothyroidism or rheumatoid arthritis (pleiotropy);Inflammatory bowel disease;Lymphocytic thyroiditis;Multiple sclerosis;Myasthenia gravis;Primary biliary cholangitis;Primary biliary cirrhosis;Primary sclerosing cholangitis;Primary sclerosing cholangitis (MTAG);Psoriasis;Psoriasis or type 2 diabetes (trans-disease meta-analysis);Rheumatoid arthritis;Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Rheumatoid arthritis or type 1 diabetes;Sjögren's syndrome;Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Type 1 diabetes	1.0	0.0	type 1 diabetes mellitus	0.0	False	0.0838121102806468	0.6619249828897716				0.0	CHEMBL1795085	Ataxin-2	SINGLE PROTEIN		1.0	714.0	False						
TNIP1	17.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	21	1e-45	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Cutaneous psoriasis;Inflammatory bowel disease;Inflammatory skin disease;Myasthenia gravis;Psoriasis;Psoriasis (PheCode 696.4);Psoriasis and related disorder (PheCode 696);Psoriasis or type 2 diabetes (trans-disease meta-analysis);Psoriasis or type 2 diabetes (trans-disease meta-analysis)(opposite effect);Psoriasis vulgaris;Psoriasis vulgaris (PheCode 696.41);Rheumatoid arthritis;Rheumatoid arthritis (ACPA-positive);Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Sjögren's syndrome;Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Systemic lupus erythematosus and Systemic sclerosis;Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies)	1.0	0.0	Crohn disease	0.0	False	0.0547964976750581	0.8118298025680057				0.0					0.0	985.0	False						
IFIH1	17.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	20	6e-25	Autoimmune thyroid disease;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Inflammatory bowel disease;Inflammatory bowel disease x sex interaction (2df);Inflammatory skin disease;Psoriasis;Psoriasis (PheCode 696.4);Psoriasis and related disorder (PheCode 696);Psoriasis or coronary artery disease;Psoriasis or type 2 diabetes (trans-disease meta-analysis);Psoriasis or type 2 diabetes (trans-disease meta-analysis)(opposite effect);Psoriasis vulgaris;Psoriasis vulgaris (PheCode 696.41);Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Type 1 diabetes;Ulcerative colitis;Vitiligo;Vitiligo (PheCode 694.1)	1.0	0.0	ulcerative colitis	0.0	False	0.0762356111761359	0.838617040488483				0.0	CHEMBL4739862	Interferon-induced helicase C domain-containing protein 1	SINGLE PROTEIN		3.0	4109.0	False						
UBE2L3	17.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	19	2e-45	Ankylosing spondylitis;Celiac disease;Celiac disease and Rheumatoid arthritis;Celiac disease or Rheumatoid arthritis;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Inflammatory bowel disease;Inflammatory bowel disease (MTAG);Psoriasis;Psoriasis (PheCode 696.4);Psoriasis and related disorder (PheCode 696);Psoriasis vulgaris;Rheumatoid arthritis;Rheumatoid arthritis (ACPA-positive);Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Systemic lupus erythematosus or rheumatoid arthritis;Ulcerative colitis	1.0	0.0	ulcerative colitis	0.0	False	-0.0447146620738703	0.7505662000854557				0.0	CHEMBL4105871	Ubiquitin-conjugating enzyme E2 L3	SINGLE PROTEIN		0.0	511.0	False						
PSORS1C1	17.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	18	1e-69	COVID-19 hospitalization or rheumatoid arthritis (MTAG);COVID-19 infection or systemic lupus erythematosus (MTAG);Crohn's disease;Cutaneous lupus erythematosus;Hypothyroidism or rheumatoid arthritis (pleiotropy);Inflammatory bowel disease;Inflammatory bowel disease (Tractor method with European ancestry);Primary sclerosing cholangitis (MTAG);Psoriasis;Rheumatoid arthritis or inflammatory bowel disease;Rheumatoid arthritis or type 1 diabetes;Severe COVID-19 or rheumatoid arthritis (MTAG);Severe COVID-19 or systemic lupus erythematosus (MTAG);Systemic lupus erythematosus;Thionamide-induced agranulocytosis in Graves' disease;Type 1 diabetes and autoimmune thyroid diseases;Ulcerative colitis;Ulcerative colitis x sex interaction (2df)	1.0	0.0	type 1 diabetes mellitus	0.0	False						0.0					0.0	326.0	False						
ZMIZ1	17.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	18	4e-33	Ankylosing spondylitis;Celiac disease;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Crohn's disease and psoriasis;Crohn's disease vs rheumatoid arthritis (ordinary least squares (OLS));Inflammatory bowel disease;Inflammatory bowel disease (MTAG);Inflammatory bowel disease (early onset);Marginal zone lymphoma or multiple sclerosis;Multiple sclerosis;Multiple sclerosis (MTAG);Pediatric autoimmune diseases;Psoriasis;Psoriasis or type 2 diabetes (trans-disease meta-analysis)(opposite effect);Psoriasis vulgaris;Ulcerative colitis;Vitiligo	1.0	0.0	Crohn disease	0.0	False	0.2541818406787186	0.2533615568291251				0.0					0.0	365.0	False						
GSDMB	17.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	16	4e-38	B-cell lymphoblastic leukemia or inflammatory bowel disease (pleiotropy);COVID-19 infection or rheumatoid arthritis (MTAG);Crohn's disease;Inflammatory bowel disease;Inflammatory bowel disease (MTAG);Pediatric autoimmune diseases;Primary biliary cholangitis;Primary biliary cirrhosis;Rheumatoid arthritis;Rheumatoid arthritis (ACPA-positive);Rheumatoid arthritis (MTAG);Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Type 1 diabetes;Ulcerative colitis	1.0	0.0	type 1 diabetes mellitus	0.0	False	-0.2598670143166117	0.2160780892741972				0.0					0.0	898.0	False						
RUNX3	17.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	16	5e-56	Ankylosing spondylitis;Atopic dermatitis;Celiac disease;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Inflammatory bowel disease;Multiple sclerosis;Psoriasis;Psoriasis (PheCode 696.4);Psoriasis and related disorder (PheCode 696);Psoriasis or type 2 diabetes (trans-disease meta-analysis);Psoriasis or type 2 diabetes (trans-disease meta-analysis)(opposite effect);Psoriasis vulgaris;Psoriasis vulgaris (PheCode 696.41);Skin condition (ex. Eczema, Psoriasis);Type 1 diabetes	1.0	0.0	Crohn disease	0.0	False	0.5788760327332341	0.1142154937199303				0.0					0.0	2642.0	False						
SYNGR1	17.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	13	5e-24	Crohn's disease;Immunoglobulin G N-glycan peak 10 levels in type 1 diabetes;Inflammatory bowel disease;Inflammatory bowel disease (MTAG);Primary biliary cholangitis;Primary biliary cirrhosis;Rheumatoid arthritis;Rheumatoid arthritis (ACPA-positive);Rheumatoid arthritis (MTAG);Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Ulcerative colitis	1.0	0.0	type 1 diabetes mellitus	0.0	False	-0.2105182378681167	0.4622553906015838				0.0					0.0	169.0	False						
TNPO3	17.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	12	2e-143	Lupus (localized and systemic) (PheCode 695.4);Primary biliary cholangitis;Primary biliary cirrhosis;Rheumatoid arthritis;Sjögren's syndrome;Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Systemic lupus erythematosus (PheCode 695.42);Systemic lupus erythematosus and Systemic sclerosis;Systemic lupus erythematosus or rheumatoid arthritis;Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies);Ulcerative colitis	1.0	0.0	type 1 diabetes mellitus	0.0	False	-0.0123424902643343	0.9519854051504308				0.0	CHEMBL6067129	Transportin-3	SINGLE PROTEIN		0.0	352.0	False						
PRDX5	17.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	11	1e-12	Crohn's disease;Inflammatory bowel disease;Lymphocytic thyroiditis;Multiple sclerosis;Primary biliary cirrhosis;Psoriasis;Psoriasis or type 2 diabetes (trans-disease meta-analysis);Psoriasis vulgaris;Rheumatoid arthritis;Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Vitiligo	1.0	0.0	Sjogren syndrome	0.0	False	-0.0047018981709179	0.9863479950388636				0.0	CHEMBL3627586	Peroxiredoxin-5, mitochondrial	SINGLE PROTEIN		0.0	524.0	False						
NAB1	17.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	10	4e-34	Atopic dermatitis;B-cell lymphoblastic leukemia or primary biliary cholangitis (pleiotropy);Crohn's disease;Inflammatory bowel disease;Multiple sclerosis;Primary biliary cholangitis;Rheumatoid arthritis;Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies)	1.0	0.0	Crohn disease	0.0	False	0.2243991479357632	0.2956673841450982				0.0					0.0	161.0	False						
