gene	comparator	region	region_class	nominal_PP.H4	nominal_PP.H3	min_sensitivity_PP.H4	median_sensitivity_PP.H4	max_sensitivity_PP.H4	top_shared_snp	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_qtl_h4	max_qtl_h4	qtl_direction_proxy_values	same_gene_cellstate_score	same_gene_cellstate_gate	positive_c15_contexts	best_c15_context	chembl_target_id	druggable_activity_count	manual_blocker	landscape_score
PUS10	Crohn	2:60699327-61742410	unresolved_or_suggestive	0.3507838457319931	0.6453307937599385	0.049529276267070946	0.3507838457319931	0.8652125960443507	rs7608910	3.0	Celiac;Crohn;UC	4.0	MS;Psoriasis;RA;UC	0.9852343045238627	0.9956074141421036	MS:CD14-positive, CD16-negative classical monocyte:-0.108;MS:CD14-positive, CD16-negative classical monocyte:0;Psoriasis:CD14-positive, CD16-negative classical monocyte:-0.027;Psoriasis:CD14-positive, CD16-negative classical monocyte:-0.0446;Psoriasis:CD14-positive, CD16-negative classical monocyte:-0.0474;Psoriasis:CD14-positive, CD16-negative classical monocyte:-0.122;Psoriasis:CD14-positive, CD16-negative classical monocyte:0.00799;Psoriasis:CD14-positive, CD16-negative classical monocyte:0.0	3.3000000000000007	False	t1d_ductal_cell;t1d_endothelial_cell	t1d_ductal_cell		0.0	insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker	4.531168565668065
RAD51B	Crohn	14:68710199-69753364	unresolved_or_suggestive	0.739974687791038	0.2589096817221004	0.2179883411839962	0.739974687791038	0.9691610925007403	rs17835647	2.0	PBC;RA	0.0		0.0	0.0		0.7999999999999998	False	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell	t1d_stellate_cell		0.0	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker	4.519860782850709
REL	UC	2:60689469-61742410	unresolved_or_suggestive	0.48401687960314793	0.5153418869960971	0.08302939297259752	0.48401687960314793	0.9179508951242864	rs7562347	2.0	Psoriasis;RA	1.0	RA	0.0	0.9858993973485114	RA:B cell:0;RA:B cell:0.117;RA:CD14-positive, CD16-negative classical monocyte:-0.117;RA:CD14-positive, CD16-negative classical monocyte:0.112;RA:CD14-positive, CD16-negative classical monocyte:0.117;RA:CD4-positive, alpha-beta T cell:0.112;RA:CD4-positive, alpha-beta T cell:0.117;RA:central memory CD4-positive, alpha-beta T cell:0.112;RA:central memory CD4-positive, alpha-beta T cell:0.117;RA:naive regulatory T cell:-0.112;RA:naive regulatory T cell:-0.117;RA:neutrophil:0	-1.9	False				0.0	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker	4.129242235165825
EXD2	Crohn	14:68710199-69753364	unresolved_or_suggestive	0.739974687791038	0.2589096817221004	0.2179883411839962	0.739974687791038	0.9691610925007403	rs17835647	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		4.094860782850709
DCAF5	Crohn	14:68710199-69753364	unresolved_or_suggestive	0.739974687791038	0.2589096817221004	0.2179883411839962	0.739974687791038	0.9691610925007403	rs17835647	0.0		0.0					0.0	False				0.0		4.069860782850709
GALNT16	Crohn	14:68710199-69753364	unresolved_or_suggestive	0.739974687791038	0.2589096817221004	0.2179883411839962	0.739974687791038	0.9691610925007403	rs17835647	0.0		0.0					0.0	False				0.0		4.069860782850709
C2orf74	UC	2:60689469-61742410	unresolved_or_suggestive	0.48401687960314793	0.5153418869960971	0.08302939297259752	0.48401687960314793	0.9179508951242864	rs7562347	0.0		2.0	Psoriasis;UC	0.0	0.9758476464627088	Psoriasis:cortex of kidney:-0.088	-0.6000000000000001	False				0.0	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker	4.0004404842800225
USP34	Crohn	2:60699327-61742410	unresolved_or_suggestive	0.3507838457319931	0.6453307937599385	0.049529276267070946	0.3507838457319931	0.8652125960443507	rs7608910	1.0	Psoriasis	3.0	MS;Psoriasis;UC	0.9720193794587838	0.9903178609872503	Psoriasis:dorsolateral prefrontal cortex:-0;Psoriasis:dorsolateral prefrontal cortex:0.088;Psoriasis:dorsolateral prefrontal cortex:0.373;Psoriasis:suprapubic skin:0.373;Psoriasis:thyroid gland:-0.373	1.2999999999999998	False				0.0	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker	3.800879012513213
ICAM5	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		4.0	Crohn;Psoriasis;RA;SLE	0.0	0.99591653738882	Crohn:blood:0.0259;Psoriasis:blood:0.0361;Psoriasis:blood:0.0377;RA:blood plasma:-0.371;SLE:CD14-positive, CD16-negative classical monocyte:0.0505;SLE:blood plasma:-0.0566;SLE:blood:0.0505	-1.7	False				0.0	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker	3.750825177211172
ICAM4	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		3.0	Crohn;Psoriasis;SLE	0.0	0.9886744325060296	Crohn:CD14-positive, CD16-negative classical monocyte:0.0259;Psoriasis:CD14-positive, CD16-negative classical monocyte:0.0361;Psoriasis:CD14-positive, CD16-negative classical monocyte:0.0377;Psoriasis:CD14-positive, CD16-negative classical monocyte:0.04;Psoriasis:blood plasma:-0;SLE:CD14-positive, CD16-negative classical monocyte:0.0505	-0.3999999999999999	False				0.0	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker	3.624833072328382
DNMT1	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		3.0	Crohn;Psoriasis;SLE	0.0	0.997522693835444		-1.9	False				0.0	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker	3.539931333657796
UBE2L3	Crohn	22:21440189-22705353	stable_H3_or_distinct	6.391173589680885e-07	0.9999547941564811	5.394348818006024e-08	6.391173589680885e-07	1.5447338404192326e-05	rs9610458	0.0		5.0	Celiac;Crohn;Psoriasis;RA;SLE	0.0	0.9786423915048701	Celiac:CD14-positive, CD16-negative classical monocyte:0;Celiac:CD4-positive, alpha-beta T cell:0;Celiac:lymphoblastoid cell line:0;Celiac:neutrophil:0.151;Crohn:CD14-positive, CD16-negative classical monocyte:0.0399;Crohn:CD4-positive, alpha-beta T cell:-0.0399;Crohn:CD8-positive, alpha-beta T cell:0.0399;Crohn:central memory CD4-positive, alpha-beta T cell:-0.0399;Crohn:dorsolateral prefrontal cortex:-0.0399;Crohn:effector memory CD8-positive, alpha-beta T cell:-0.0399;Crohn:neutrophil:0.0399;	3.3	True	ibd_uc_myeloid;sjogren_gland_apc;t1d_acinar_cell	ibd_uc_myeloid	CHEMBL4105871	0.0	insufficient_cross_disease_ms_genetic_anchor;prior_or_local_no_go_blocker	3.484895906650344
REL	Crohn	2:60699327-61742410	unresolved_or_suggestive	0.3507838457319931	0.6453307937599385	0.049529276267070946	0.3507838457319931	0.8652125960443507	rs7608910	2.0	Psoriasis;RA	1.0	RA	0.0	0.9858993973485114	RA:B cell:0;RA:B cell:0.117;RA:CD14-positive, CD16-negative classical monocyte:-0.117;RA:CD14-positive, CD16-negative classical monocyte:0.112;RA:CD14-positive, CD16-negative classical monocyte:0.117;RA:CD4-positive, alpha-beta T cell:0.112;RA:CD4-positive, alpha-beta T cell:0.117;RA:central memory CD4-positive, alpha-beta T cell:0.112;RA:central memory CD4-positive, alpha-beta T cell:0.117;RA:naive regulatory T cell:-0.112;RA:naive regulatory T cell:-0.117;RA:neutrophil:0	-1.9	False				0.0	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker	3.3964605488744737
SLC44A2	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	1.0	MS	1.0	MS	0.9799395832547089	0.9799395832547089	MS:CD4-positive, alpha-beta T cell:-0.128;MS:blood:0.128;MS:neutrophil:-0.128;MS:neutrophil:0.128	-1.9	False	t1d_acinar_cell	t1d_acinar_cell		0.0	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker	3.3223482230770616
C2orf74	Crohn	2:60699327-61742410	unresolved_or_suggestive	0.3507838457319931	0.6453307937599385	0.049529276267070946	0.3507838457319931	0.8652125960443507	rs7608910	0.0		2.0	Psoriasis;UC	0.0	0.9758476464627088	Psoriasis:cortex of kidney:-0.088	-0.6000000000000001	False				0.0	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker	3.267658797988671
BCL11A	UC	2:60689469-61742410	unresolved_or_suggestive	0.48401687960314793	0.5153418869960971	0.08302939297259752	0.48401687960314793	0.9179508951242864	rs7562347	0.0		0.0		0.0	0.0		1.2999999999999998	True	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_uc_myeloid		0.0	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker	3.2433428378173135
PTGER4	Crohn	5:39896425-40940063	stable_H3_or_distinct	0.012254888036587303	0.9877451119609746	0.0010760491396514533	0.012254888036587303	0.2057017878391501	rs7713270	5.0	Crohn;MS;Psoriasis;T1D;UC	3.0	Crohn;MS;UC	0.9291922636901229	0.9926730311637908	Crohn:CD14-positive, CD16-negative classical monocyte:0.000695;Crohn:CD14-positive, CD16-negative classical monocyte:0.0253;Crohn:CD4-positive, alpha-beta T cell:-0.00316;Crohn:CD4-positive, alpha-beta T cell:-0.00464;Crohn:CD4-positive, alpha-beta T cell:0.000695;Crohn:central memory CD4-positive, alpha-beta T cell:-0.00316;Crohn:central memory CD4-positive, alpha-beta T cell:-0.00464;Crohn:lymphoblastoid cell line:0.000695;Crohn:lymphoblastoid cell line:0.0253;MS:CD4-positive, alpha-beta T cel	2.3	False	t1d_ductal_cell	t1d_ductal_cell		0.0	EP4_directionality_prior_art_conflicted	2.8038249153650208
CDKN2D	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0					3.6	True	ibd_crohn_myeloid;sjogren_gland_apc	sjogren_gland_apc		0.0		2.7861586398223523
ICAM3	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0					3.6	True	ibd_crohn_myeloid;sjogren_gland_apc	ibd_crohn_myeloid		0.0		2.7861586398223523
CDC37	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0		0.0	0.0		-1.3	False	t1d_acinar_cell	t1d_acinar_cell	CHEMBL1795123	0.0	insufficient_cross_disease_ms_genetic_anchor;prior_or_local_no_go_blocker	2.7799086398223523
IL12B	Crohn	5:158259900-159348253	stable_H3_or_distinct	1.8308223693975644e-05	0.9999803683171015	1.6248959249635728e-06	1.8308223693975644e-05	0.00033318525826868796	rs6898844	4.0	Crohn;PBC;Psoriasis;UC	8.0	Celiac;Crohn;PBC;Psoriasis;RA;SLE;T1D;UC	0.0	1.0	Celiac:blood plasma:0.0109;Crohn:blood plasma:-0.0261;Crohn:blood plasma:0.00524;Crohn:blood plasma:0.00926;Crohn:blood plasma:0.0104;Crohn:blood plasma:0.0727;PBC:blood plasma:-0.0609;PBC:blood plasma:0.219;PBC:blood plasma:0.228;Psoriasis:blood plasma:-0;Psoriasis:blood plasma:-0.00776;Psoriasis:blood plasma:-0.011;Psoriasis:blood plasma:-0.0339;Psoriasis:blood plasma:0.0092;Psoriasis:blood plasma:0.00925;Psoriasis:blood plasma:0.0105;Psoriasis:blood plasma:0.0108;Psoriasis:blood plasma:0.0111	-0.5	False				0.0	prior_art_IL12_IL23_biologic_class	2.768850695230317
IL12B	UC	5:158259900-159327769	stable_H3_or_distinct	4.737655196888816e-07	0.9999864882292839	4.343737911715578e-08	4.737655196888816e-07	7.771076013023201e-06	rs6871626	4.0	Crohn;PBC;Psoriasis;UC	8.0	Celiac;Crohn;PBC;Psoriasis;RA;SLE;T1D;UC	0.0	1.0	Celiac:blood plasma:0.0109;Crohn:blood plasma:-0.0261;Crohn:blood plasma:0.00524;Crohn:blood plasma:0.00926;Crohn:blood plasma:0.0104;Crohn:blood plasma:0.0727;PBC:blood plasma:-0.0609;PBC:blood plasma:0.219;PBC:blood plasma:0.228;Psoriasis:blood plasma:-0;Psoriasis:blood plasma:-0.00776;Psoriasis:blood plasma:-0.011;Psoriasis:blood plasma:-0.0339;Psoriasis:blood plasma:0.0092;Psoriasis:blood plasma:0.00925;Psoriasis:blood plasma:0.0105;Psoriasis:blood plasma:0.0108;Psoriasis:blood plasma:0.0111	-0.5	False				0.0	prior_art_IL12_IL23_biologic_class	2.7687526057103584
RAVER1	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0		0.0	0.0		2.5	True	ibd_crohn_myeloid;t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell	ibd_crohn_myeloid		0.0	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker	2.7174086398223523
XPO1	UC	2:60689469-61742410	unresolved_or_suggestive	0.48401687960314793	0.5153418869960971	0.08302939297259752	0.48401687960314793	0.9179508951242864	rs7562347	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		2.6870928378173136
AHSA2	UC	2:60689469-61742410	unresolved_or_suggestive	0.48401687960314793	0.5153418869960971	0.08302939297259752	0.48401687960314793	0.9179508951242864	rs7562347	0.0		0.0					0.0					0.0		2.6620928378173137
KIAA1841	UC	2:60689469-61742410	unresolved_or_suggestive	0.48401687960314793	0.5153418869960971	0.08302939297259752	0.48401687960314793	0.9179508951242864	rs7562347	0.0		0.0					0.0	False				0.0		2.6620928378173137
PAPOLG	UC	2:60689469-61742410	unresolved_or_suggestive	0.48401687960314793	0.5153418869960971	0.08302939297259752	0.48401687960314793	0.9179508951242864	rs7562347	0.0		0.0		0.0	0.0		-2.1	False	t1d_stellate_cell	t1d_stellate_cell		0.0	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker	2.5370928378173137
PEX13	UC	2:60689469-61742410	unresolved_or_suggestive	0.48401687960314793	0.5153418869960971	0.08302939297259752	0.48401687960314793	0.9179508951242864	rs7562347	0.0		0.0		0.0	0.0		-2.5	False				0.0	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker	2.5370928378173137
TTC34	UC	1:1972081-3020527	stable_H3_or_distinct	0.005831115124530294	0.9941425201298074	0.00056195810455985	0.005831115124530294	0.06839983940593751	rs60389769	2.0	PBC;UC	5.0	Celiac;MS;PBC;RA;UC	0.9674284461684486	0.9856120046358053	Celiac:CD4-positive, alpha-beta T cell:-0.0322;Celiac:CD4-positive, alpha-beta T cell:0.136;Celiac:T cell:0.136;Celiac:skin of body:-0;Celiac:thyroid gland:-0;MS:CD4-positive, alpha-beta T cell:-2;MS:CD4-positive, alpha-beta T cell:0.00296;MS:CD4-positive, alpha-beta T cell:0.129;MS:dorsolateral prefrontal cortex:0.00296;MS:lymphoblastoid cell line:-0;MS:lymphoblastoid cell line:-2;MS:lymphoblastoid cell line:0.149;MS:thyroid gland:0.00296;PBC:CD4-positive, alpha-beta T cell:1.59;RA:CD4-positive	1.9000000000000004	False				0.0	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker	2.5364331378207217
BCL11A	Crohn	2:60699327-61742410	unresolved_or_suggestive	0.3507838457319931	0.6453307937599385	0.049529276267070946	0.3507838457319931	0.8652125960443507	rs7608910	0.0		0.0		0.0	0.0		1.2999999999999998	True	ibd_crohn_myeloid;ibd_uc_myeloid	ibd_uc_myeloid		0.0	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker	2.510561151525962
TNFRSF14	UC	1:1972081-3020527	stable_H3_or_distinct	0.005831115124530294	0.9941425201298074	0.00056195810455985	0.005831115124530294	0.06839983940593751	rs60389769	2.0	Celiac;RA	4.0	Celiac;MS;RA;T1D	0.9398596564252307	0.9959842876504603	Celiac:CD14-positive, CD16-negative classical monocyte:-0.0322;Celiac:CD4-positive, alpha-beta T cell:0.0322;Celiac:T cell:-0.0322;Celiac:lymphoblastoid cell line:-0.0322;Celiac:macrophage:-0.0322;Celiac:naive regulatory T cell:-0.0322;Celiac:naive regulatory T cell:0.0322;Celiac:sigmoid colon:-0.0322;Celiac:skin of body:-0.0322;Celiac:thyroid gland:-0;MS:thyroid gland:-0;MS:thyroid gland:-2;MS:thyroid gland:0.00296;RA:CD14-positive, CD16-negative classical monocyte:-0;RA:blood:-0;RA:thyroid gla	1.9000000000000004	False	t1d_ductal_cell;t1d_acinar_cell	t1d_ductal_cell		0.0	HVEM_LIGHT_axis_directionality_prior_art	2.346805420835377
EIF3G	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0					2.5	False				0.0		2.2174086398223523
SMARCA4	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	1.0	Celiac	0.0		0.0	0.0		-1.3	False				0.0	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker	2.1799086398223526
AP1M2	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0					1.6	False	t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell		0.0		2.1611586398223523
ATG4D	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0					1.5	False				0.0		2.1549086398223523
OLFM2	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0					1.5	False				0.0		2.1549086398223523
S1PR2	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0					1.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		2.148658639822352
MMEL1	UC	1:1972081-3020527	stable_H3_or_distinct	0.005831115124530294	0.9941425201298074	0.00056195810455985	0.005831115124530294	0.06839983940593751	rs60389769	2.0	Celiac;MS	3.0	Celiac;MS;RA	0.995917803854985	0.995917803854985	Celiac:thyroid gland:-0.136;MS:CD14-positive, CD16-negative classical monocyte:-0;MS:CD14-positive, CD16-negative classical monocyte:-0.129;MS:CD14-positive, CD16-negative classical monocyte:-0.149;MS:CD14-positive, CD16-negative classical monocyte:2;MS:CD4-positive, alpha-beta T cell:-0;MS:CD4-positive, alpha-beta T cell:-0.129;MS:CD4-positive, alpha-beta T cell:2;MS:CD8-positive, alpha-beta T cell:-0;MS:blood:-0;MS:blood:2;MS:spleen:-0;MS:spleen:0.00296;MS:spleen:2;MS:thyroid gland:2;RA:CD14-l	1.9000000000000004	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker	2.1467389370399013
QTRT1	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0					1.0	False				0.0		2.1236586398223523
RDH8	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0					1.0	False				0.0		2.1236586398223523
PPAN	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0					0.4	False	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell	t1d_acinar_cell		0.0		2.086158639822352
ICAM1	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0					0.2	False	t1d_ductal_cell;t1d_acinar_cell	t1d_ductal_cell		0.0		2.0736586398223524
KEAP1	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0					0.2	False	t1d_ductal_cell	t1d_ductal_cell		0.0		2.0736586398223524
AC011475.1	Crohn	19:10016198-11090684	unresolved_or_suggestive	0.3747561163313368	0.6246031017346996	0.05282480681356985	0.3747561163313368	0.8935907722747524	rs28834106	0.0		0.0					0.0					0.0		2.0611586398223523
