gene	sources_present	manual_route	manual_blocker	closure_text	wave81_call	wave81_score	direct_perturbation	direct_perturbation_detail	foundation_model_support_w81	foundation_model_detail_w81	model_support_contexts_w57	model_strong_contexts_w57	wave57_call	best_model_context	best_model_z	best_model_projection	reachability_score	intervention_class	chembl_activity_count	chembl_target_id	manual_prior_blocked	cross_autoimmune_score_w83	genetic_breadth_disease_count	genetic_breadth_diseases	qtl_breadth_disease_count	wave62_strong_l2g_disease_count	wave62_strong_qtl_coloc_disease_count	ms_genetic_score	ms_expr_delta	ms_expr_p	positive_disease_count	positive_diseases	negative_disease_count	retained_residual_disease_count	strict_residual_disease_count	response_nonresponse_high_context_count	response_nominal_or_trend_context_count	ibd_response_fdr10	efferocytosis_screen_call	efferocytosis_contrast_lfc	efferocytosis_contrast_fdr	wave91_call	wave83_call	wave62_call	has_direct_perturbation	has_foundation_support	has_nonexpression_anchor	ms_anchor	cross_disease_anchor	direction_or_response_support	reachable_modality	prior_or_safety_blocked	wrong_direction_or_undruggable	expression_only	wave103_score	wave103_gate_count	wave103_missing_gates	wave103_call	wave103_call_priority
RYK	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	0.081309930835447	0.5201429831615564	2.0	Crohn disease;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.059316314841792	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.8	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
SLC39A11	wave83;wave37;wave62			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0	intracellular_other	0.0		False	5.5	6.0	SLE	0.0	1.0	0.0	0.0	0.2709961081017749	0.7607484708678619	2.0	Crohn disease;Sjogren syndrome	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0857254604695419	1.0		NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	True	False	True	False	False	False	False	False	6.8	2	ms_anchor;direction_or_response_support;reachable_modality	NO_GO_NO_MS_ANCHOR	4
TPX2	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	0.388655050343254	0.7566394056553223	2.0	Crohn disease;psoriasis	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.832988507912001	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.8	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
APOL1	wave83			no_strong_ms_anchor |  | insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 593 |  |  | 		0.0	0.0		0.0		0.0	0.0					4.0	transporter_or_trafficking	593.0	CHEMBL4680021	False	5.0	0.0		0.0	0.0	0.0	0.0	0.0	0.5940095372095473	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0			1.0		NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED		False	False	True	False	True	False	True	False	False	False	6.6	3	ms_anchor;direction_or_response_support	NO_GO_NO_MS_ANCHOR	4
CASP4	wave83			no_strong_ms_anchor |  | insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 61 |  |  | 		0.0	0.0		0.0		0.0	0.0					4.0	surface_secreted_other	61.0	CHEMBL2226	False	6.0	0.0		0.0	0.0	0.0	0.0	0.2066862758954002	0.4927047679399916	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0			1.0		NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED		False	False	True	False	True	False	True	False	False	False	6.6	3	ms_anchor;direction_or_response_support	NO_GO_NO_MS_ANCHOR	4
CTSC	wave83;wave37			weak_reachability;no_strong_ms_anchor |  | insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; directional_negative_disease_signal; ChEMBL exact target found; ChEMBL activity records: 2383 |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	lysosomal_enzyme_or_trafficking	2383.0	CHEMBL2252	False	5.0	0.0		0.0	0.0	0.0	0.0	0.0104805143281527	0.9460810317140338	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0571069648381546	1.0		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	True	False	True	False	True	False	False	False	6.6	3	ms_anchor;direction_or_response_support	NO_GO_NO_MS_ANCHOR	4
GYS1	wave83;wave37			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; ChEMBL exact target found; ChEMBL activity records: 137 |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	enzyme	137.0	CHEMBL4000	False	4.0	0.0		0.0	0.0	0.0	0.0	0.0	0.4565431819290166	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.3520821646716064	0.920009505703422		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	True	False	True	False	True	False	False	False	6.6	3	ms_anchor;direction_or_response_support	NO_GO_NO_MS_ANCHOR	4
METAP1	wave83;wave37			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; ChEMBL exact target found; ChEMBL activity records: 392 |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	intracellular_other	392.0	CHEMBL2474	False	4.0	0.0		0.0	0.0	0.0	0.0	0.1760880236986839	0.5494103314772019	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1170070450100387	0.9965506589785832		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	True	False	True	False	True	False	False	False	6.6	3	ms_anchor;direction_or_response_support	NO_GO_NO_MS_ANCHOR	4
MMP15	wave83;wave37			no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 42 |  |  | 		0.0	0.0		0.0		0.0	0.0					4.0	surface_secreted_other	42.0	CHEMBL2963	False	4.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0728459543548149	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3354204093928653	1.0		NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED		False	False	True	False	True	False	True	False	False	False	6.6	3	ms_anchor;direction_or_response_support	NO_GO_NO_MS_ANCHOR	4
MTHFD2	wave83;wave37			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; ChEMBL exact target found; ChEMBL activity records: 86 |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	enzyme	86.0	CHEMBL3621036	False	5.0	0.0		0.0	0.0	0.0	0.0	0.0461599204982174	0.8145219094018459	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.3662339930086572	0.920009505703422		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	True	False	True	False	True	False	False	False	6.6	3	ms_anchor;direction_or_response_support	NO_GO_NO_MS_ANCHOR	4
P4HB	wave83;wave37			no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 702 |  |  | 		0.0	0.0		0.0		0.0	0.0					4.0	enzyme	702.0	CHEMBL5422	False	6.0	0.0		0.0	0.0	0.0	0.0	0.0	0.5193269228408691	4.0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.502659510369641	0.9971256078463696		NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED		False	False	True	False	True	False	True	False	False	False	6.6	3	ms_anchor;direction_or_response_support	NO_GO_NO_MS_ANCHOR	4
PIK3R2	wave83;wave37			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; ChEMBL exact target found; ChEMBL activity records: 1781 |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	kinase_or_phosphosignaling	1781.0	CHEMBL4437	False	4.0	0.0		0.0	0.0	0.0	0.0	0.0	0.8467976277585396	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3540761515864711	0.9965506589785832		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	True	False	True	False	True	False	False	False	6.6	3	ms_anchor;direction_or_response_support	NO_GO_NO_MS_ANCHOR	4
PKM	wave83;wave37			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; ChEMBL exact target found; ChEMBL activity records: 14174 |  |  | 		0.0	0.0		0.0		0.0	0.0					2.0	kinase_or_phosphosignaling	14174.0	CHEMBL1075189	False	5.0	0.0		0.0	0.0	0.0	0.0	0.2079528837975353	0.3934173353018323	4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1895125650429975	1.0		NO_GO_NOT_REACHABLE_FIRST_CLASS		False	False	True	False	True	False	True	False	False	False	6.6	3	ms_anchor;direction_or_response_support	NO_GO_NO_MS_ANCHOR	4
IKZF1	wave83;wave37;wave62			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0	intracellular_other	0.0		False	3.5	7.0	Crohn;SLE	0.0	2.0	0.0	0.0	0.0	0.876413603145739	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.7020574341980355	0.9965506589785832		NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	True	False	True	False	False	False	False	False	6.5	2	ms_anchor;direction_or_response_support;reachable_modality	NO_GO_NO_MS_ANCHOR	4
IL2	wave83;wave37;wave62			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0	intracellular_other	0.0		False	3.5	7.0	Celiac;T1D	0.0	2.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0149532749353219	0.9971256078463696		NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	True	False	True	False	False	False	False	False	6.5	2	ms_anchor;direction_or_response_support;reachable_modality	NO_GO_NO_MS_ANCHOR	4
MLN	wave83;wave62			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0	intracellular_other	0.0		False	3.5	7.0	Celiac;Psoriasis;RA;T1D	0.0	4.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0			1.0		NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	True	False	True	False	False	False	False	False	6.5	2	ms_anchor;direction_or_response_support;reachable_modality	NO_GO_NO_MS_ANCHOR	4
OLIG3	wave83;wave37;wave62			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0	intracellular_other	0.0		False	3.5	7.0	Crohn;RA;UC	0.0	3.0	0.0	0.0	0.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.7830326164700991	0.920009505703422		NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	True	False	True	False	False	False	False	False	6.5	2	ms_anchor;direction_or_response_support;reachable_modality	NO_GO_NO_MS_ANCHOR	4
SOX4	wave81;wave83;wave37;wave62			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  | 	NO_GO_NO_PERTURBATION_SUPPORT	4.0	0.0		0.0		0.0	0.0					0.0	intracellular_other	0.0		False	3.5	7.0	Crohn;RA;T1D	0.0	3.0	0.0	0.0	0.5311751608170248	0.2211898641027095	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.4137975508120692	0.9965506589785832		NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	True	False	True	False	False	False	False	False	6.5	2	ms_anchor;direction_or_response_support;reachable_modality	NO_GO_NO_MS_ANCHOR	4
SULT1A1	wave83;wave62			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0	intracellular_other	0.0		False	4.5	7.0	AS	2.0	1.0	4.0	0.0	0.0	0.0866941124565578	0.0		0.0	0.0	0.0	0.0	0.0	0.0			1.0		NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	True	False	True	False	False	False	False	False	6.5	2	ms_anchor;direction_or_response_support;reachable_modality	NO_GO_NO_MS_ANCHOR	4
COQ4	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-0.6008962503040909	0.4537961785760602	1.0	Crohn disease	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7390299162587112	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
CRTC2	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-0.0615243246865482	0.5813061664829845	1.0	Crohn disease	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6561086787603776	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
DENND1B	wave83;wave37;wave62			weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0	intracellular_other	0.0		False	6.0	6.0	Crohn;PBC;Psoriasis	3.0	3.0	3.0	0.0	0.0	0.9374309900610388	1.0	psoriasis	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.8474198042029704	0.9971256078463696		NO_GO_NOT_REACHABLE_FIRST_CLASS	NO_GO_WAVE62_TARGET_RESOLUTION	False	False	True	False	True	False	False	False	False	False	6.4	2	ms_anchor;direction_or_response_support;reachable_modality	NO_GO_NO_MS_ANCHOR	4
FZD4	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	0.2341258402195833	0.5017585026468344	1.0	psoriasis	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8948272603665511	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
GABPA	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	0.2091261469968142	0.1983017103021269	1.0	Crohn disease	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7326181804475197	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
GSK3B	wave81;wave37			 |  |  |  |  | 	NO_GO_PERTURBATION_FIRST_BLOCKED	3.0	1.0	wave15:selective_target_suppression:candidate_evidence_not_enough_to_nominate_drug	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-0.1319846584560178	0.4753109636188744	1.0	Crohn disease	0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2857529702888866	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
ICAM2	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-0.6152780866644587	0.1858442878877425	1.0	ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7149611729355311	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
IFT52	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	0.9637758346159933	0.2158251853456009	1.0	type 1 diabetes mellitus	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7389468573829583	0.9971256078463696				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
IGLON5	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	6.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-0.3955086162820667	0.6674202686855241	1.0	ulcerative colitis	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.0204032580512368	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
INTS7	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-0.3213691215850422	0.7500444708175612	1.0	type 1 diabetes mellitus	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.0702004249539363	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
KIF24	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-0.3756311047878879	0.6371485606723378	1.0	Crohn disease	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7193984098130499	1.0				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
LRRC7	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	1.0	type 1 diabetes mellitus	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7569214561782507	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
MAN1A2	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	6.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	0.241003244143517	0.1354181777450778	1.0	Crohn disease	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.9058439561521868	1.0				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
MGST2	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-0.0569195742125767	0.7931953916304236	1.0	type 1 diabetes mellitus	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8277298867867664	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
MMS22L	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-0.3694222186304907	0.6584127480472038	1.0	type 1 diabetes mellitus	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.041004774142687	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
MREG	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	6.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-1.1356746357606893	0.3109854665752915	1.0	psoriasis	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7381558563486115	0.9971256078463696				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
PDCD6IP	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	0.0525392734147782	0.6288941416097741	1.0	type 1 diabetes mellitus	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.2170477653396643	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
PLIN4	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	6.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-1.206250847650037	0.1457111954023493	1.0	Sjogren syndrome	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7387369483265096	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
POC5	wave81;wave37			 |  |  |  |  | 	PARK_PERTURBATION_FIRST_CANDIDATE	5.0	1.0	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-1.2807223485285002	0.2516597340064326	1.0	type 1 diabetes mellitus	0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.804487896071381	0.920009505703422				True	False	True	False	False	True	False	False	False	False	6.4	2	ms_anchor;cross_disease_anchor;reachable_modality	NO_GO_NO_MS_ANCHOR	4
