gene	approved_name	wave104_call	wave104_call_priority	wave104_score	wave104_missing_gates	route_hypothesis	manual_route_blocker	prior_or_safety	gate_ms_genetic	gate_cross_autoimmune_genetics	gate_lipid_state_or_recurrence	gate_directional_or_perturbation	gate_reachable_modality	ms_max_l2g_score	ms_max_relevant_qtl_h4	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	relevant_qtl_coloc_disease_count	strong_qtl_coloc_diseases	genetic_disease_count_union	genetic_diseases_union	local_positive_disease_count	local_positive_diseases	in_lipid_lysosomal_myeloid_neighborhood	residual_retained_disease_count	strict_residual_disease_count	response_nonresponse_high_context_count	response_nominal_or_trend_context_count	direct_perturbation	direct_perturbation_detail	foundation_support	model_support_contexts_w57	model_strong_contexts_w57	best_model_context	efferocytosis_screen_call	efferocytosis_contrast_lfc	efferocytosis_contrast_fdr	reachability_score	intervention_class	chembl_activity_count	chembl_target_id	wave62_score	wave62_call	wave83_call	wave91_call	wave103_call	closure_text
SPRED2	sprouty related EVH1 domain containing 2	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	6.15	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	True	True	False	False	False	0.0	0.0	3	Celiac;RA;SLE	2	1	RA;SLE	6	Celiac;Crohn;MS;Psoriasis;RA;SLE	1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2069606380717273	1.0	0.0	intracellular_other	0		2.368286618702247	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_DIRECTIONAL_SUPPORT	 |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  | 
CD83	CD83 molecule	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	6.1000000000000005	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	True	True	False	False	False	0.0	0.9553555791585512	1	RA	5	5	Celiac;MS;Psoriasis;RA;SLE	5	Celiac;MS;Psoriasis;RA;SLE	1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.2941420855132184	1.0	0.0	intracellular_other	0		2.4589051008224487	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
TTC34	tetratricopeptide repeat domain 34	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	6.05	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	True	True	False	False	False	0.3978502154350281	0.9674284461684486	2	PBC;UC	5	5	Celiac;MS;PBC;RA;UC	5	Celiac;MS;PBC;RA;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.1713699198264596	0.9971256078463696	0.0	intracellular_other	0		2.2306290563325826	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
TNFRSF1A	TNF receptor superfamily member 1A	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	5.9	lipid_state_or_recurrence;directional_or_perturbation_support;prior_or_safety	TNF receptor signaling	TNF-axis prior art and MS paradox risk	True	True	True	False	False	True	0.9539542198181152	0.999796162305538	3	AS;MS;PBC	4	4	AS;Crohn;MS;PBC	7	AS;Crohn;MS;PBC;Psoriasis;RA;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2614917985424763	0.9971256078463696	2.0	intracellular_other	0		3.953750382123653	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_PRIOR_OR_SAFETY_BLOCKED	TNF_axis_prior_art_and_MS_paradox_risk |  | weak_reachability;manual_or_prior_blocker;prior_branch_closed:tnf_axis_ms_paradox_and_safety_blocker | tnf_axis_ms_paradox_and_safety_blocker | weak_reachability;manual_or_prior_blocker;prior_branch_closed:tnf_axis_ms_paradox_and_safety_blocker | tnf_axis_ms_paradox_and_safety_blocker | broad_host_defense_ms_direction_risk |  | TNF_axis_prior_art_and_MS_paradox_risk |  | TNF-axis prior art and MS paradox risk
RBM17	RNA binding motif protein 17	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	5.8	lipid_state_or_recurrence;directional_or_perturbation_support			False	True	True	False	False	True	0.2774181365966797	0.0	0		0	0		4	AITD;Crohn;MS;T1D	2	Crohn disease;psoriasis	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.2632597725288685	1.0	2.0	intracellular_other	0	CHEMBL4680038	0.7774181365966797	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_DIRECTIONAL_SUPPORT	 |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  | 
GAL	galanin and GMAP prepropeptide	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	5.750000000000001	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	True	True	False	False	False	0.0	0.8778669465825155	1	AS	3	3	Crohn;MS;SLE	5	AS;Crohn;MS;RA;SLE	2	psoriasis;ulcerative colitis	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.2210846392045601	0.920009505703422	0.0	intracellular_other	0		1.7952749884279613	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor |  |  |  |  |  | 
SNX29	sorting nexin 29	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	5.700000000000001	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	True	True	False	False	False	0.0	0.987925585835159	1	SLE	4	4	Crohn;MS;PBC;T1D	6	AS;Crohn;MS;PBC;SLE;T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.1162985200655261	1.0	0.0	intracellular_other	0		1.6833021608282923	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
IL6R	interleukin 6 receptor	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	5.699999999999999	lipid_state_or_recurrence;directional_or_perturbation_support;prior_or_safety			True	True	True	False	False	True	0.0	0.9398497867793156	2	AS;RA	3	3	AS;MS;RA	6	AS;Crohn;MS;Psoriasis;RA;UC	0		False	0	0	0	0	False		False	0.0	0.0					5.5	receptor_or_ligand_axis	0	CHEMBL2364155	-0.1238103995826893	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED		NO_GO_PRIOR_OR_SAFETY_BLOCKED	prior_art_IL6R_axis | prior_branch_blocker_or_directionality_unresolved | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | Direct clinical or therapeutic-class prior art blocks novelty. |  | prior_art_IL6R_axis |  | 
SKAP2	src kinase associated phosphoprotein 2	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	5.65	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	True	True	False	False	False	0.1297453939914703	0.9567830397321068	1	T1D	2	2	MS;T1D	8	AITD;AS;Crohn;MS;Psoriasis;RA;T1D;UC	1	Crohn disease	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0760065398180036	0.9971256078463696	0.0	intracellular_other	0		2.2566538883878073	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  | 
ZFP36L1	ZFP36 like 1 zinc finger CCCH-type	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	5.65	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	True	True	False	False	False	0.0	0.0	3	Crohn;RA;T1D	3	3	Crohn;RA;T1D	5	Crohn;MS;RA;T1D;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2667659263369951		0.0	intracellular_other	0		2.3425485532643875	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_DIRECTIONAL_SUPPORT	 |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  | 
ELMO1	engulfment and cell motility 1	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	5.6	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	True	True	False	False	False	0.0	0.0	2	PBC;Psoriasis	2	2	PBC;Psoriasis	7	AITD;Celiac;Crohn;MS;PBC;Psoriasis;RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.3422643061532311	1.0	0.0	intracellular_other	0		2.333014119255044	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_DIRECTIONAL_SUPPORT	 |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  | 
BACH2	BACH transcriptional regulator 2	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	5.550000000000001	lipid_state_or_recurrence;directional_or_perturbation_support;prior_or_safety			True	True	True	False	False	True	0.0	0.0	3	Crohn;Psoriasis;T1D	2	2	Crohn;T1D	10	AITD;AS;Celiac;Crohn;MS;Psoriasis;RA;SLE;T1D;UC	1	Sjogren syndrome	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.1189897227575043	0.920009505703422	2.0	intracellular_other	0	CHEMBL5069364	2.4557356813588225	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_PRIOR_OR_SAFETY_BLOCKED	 |  | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:broad_transcriptional_regulator_prior_art_direction_unclear;no_high_confidence_directional_support | broad_transcriptional_regulator_prior_art_direction_unclear | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:broad_transcriptional_regulator_prior_art_direction_unclear;no_high_confidence_directional_support | broad_transcriptional_regulator_prior_art_direction_unclear | insufficient_independent_convergence_after_guardrails |  |  |  | 
IL12A	interleukin 12A	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	5.35	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality;prior_or_safety			True	True	True	False	False	False	0.8900686502456665	0.9902880853449612	4	Celiac;MS;PBC;SLE	9	8	Celiac;Crohn;MS;PBC;Psoriasis;RA;SLE;T1D;UC	10	Celiac;Crohn;MS;PBC;Psoriasis;RA;SLE;Sjogren;T1D;UC	1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.1348344743865231	0.9971256078463696	1.0	intracellular_other	0		2.3974409103393555	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_PRIOR_OR_SAFETY_BLOCKED	prior_art_IL12_IL23_biologic_class |  | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | prior_art_saturated_cytokine_axis |  | prior_art_IL12_IL23_biologic_class |  | 
GATA3	GATA binding protein 3	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	5.3	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	True	True	False	False	False	0.0	0.0	2	RA;T1D	2	2	Crohn;RA	6	AITD;Crohn;MS;Psoriasis;RA;T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.4651404788378402	0.920009505703422	0.0	intracellular_other	0		2.429269951902042	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_DIRECTIONAL_SUPPORT	 |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  | 
INAVA	innate immunity activator	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	5.049999999999999	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality;prior_or_safety	innate immune adaptor at IBD/MS/AS/UC genetic loci	intracellular adaptor, weak local lipid-state evidence, and no clear selective modality	True	True	True	False	False	False	0.6894342303276062	0.9828462411264802	4	AS;Crohn;MS;UC	5	5	AS;Crohn;MS;PBC;UC	8	AS;Celiac;Crohn;MS;PBC;Psoriasis;RA;UC	1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0					0.0	intracellular_other	0		6.872153629325313	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_PRIOR_OR_SAFETY_BLOCKED	 |  | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:innate_regulatory_locus_no_druggable_route;no_high_confidence_directional_support | innate_regulatory_locus_no_druggable_route | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:innate_regulatory_locus_no_druggable_route;no_high_confidence_directional_support | innate_regulatory_locus_no_druggable_route | insufficient_independent_convergence_after_guardrails |  |  |  | intracellular adaptor, weak local lipid-state evidence, and no clear selective modality
CLEC16A	C-type lectin domain containing 16A	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	4.918749999999999	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality;prior_or_safety			True	True	True	False	False	False	0.6525351405143738	0.8537723929482786	6	Crohn;MS;PBC;Psoriasis;SLE;T1D	4	0	Crohn;MS;SLE;T1D	6	Crohn;MS;PBC;Psoriasis;SLE;T1D	1	Crohn disease	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.0375161123813479	1.0	0.5625	intracellular_other	0		2.722984564736591	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_PRIOR_OR_SAFETY_BLOCKED	 | prior_branch_blocker_or_directionality_unresolved | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | Genetics may be broad, but current modality is absent or wrong-direction restoration. |  |  |  | 
IL12B	interleukin 12B	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	4.9	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality;prior_or_safety			True	True	True	False	False	False	0.0	0.0	4	Crohn;PBC;Psoriasis;UC	8	8	Celiac;Crohn;PBC;Psoriasis;RA;SLE;T1D;UC	11	AITD;AS;Celiac;Crohn;MS;PBC;Psoriasis;RA;SLE;T1D;UC	0		False	0	0	0	0	False		False	0.0	0.0					1.0	intracellular_other	0		2.4536126255989075	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_PRIOR_OR_SAFETY_BLOCKED	prior_art_IL12_IL23_biologic_class |  | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | prior_art_saturated_cytokine_axis |  | prior_art_IL12_IL23_biologic_class |  | 
USP34	ubiquitin specific peptidase 34	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	4.8500000000000005	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	True	True	False	False	False	0.0	0.9720193794587838	1	Psoriasis	3	1	MS;Psoriasis;UC	4	Crohn;MS;Psoriasis;UC	1	Crohn disease	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0831054615989651	1.0	0.0		0		2.196786145117347	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_NO_MS_ANCHOR	 |  |  |  |  |  |  |  |  |  | 
STAT3	signal transducer and activator of transcription 3	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	4.85	lipid_state_or_recurrence;directional_or_perturbation_support;prior_or_safety			True	True	True	False	False	True	0.0	0.0	2	Crohn;UC	2	2	Crohn;UC	5	AS;Crohn;MS;Psoriasis;UC	2	Crohn disease;ulcerative colitis	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.486572487053398	0.920009505703422	2.0	intracellular_other	0	CHEMBL4296101	2.2688524638918146	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_PRIOR_OR_SAFETY_BLOCKED	 |  | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | generic_jak_stat_axis |  |  |  | 
JAZF1	JAZF zinc finger 1	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	4.800000000000001	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	True	True	False	False	False	0.0	0.0	1	RA	1	1	RA	8	AS;Crohn;MS;Psoriasis;RA;SLE;T1D;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.1112357326294046	1.0	0.0	intracellular_other	0		2.299820983460056	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_MS_ANCHOR	 |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  | 
CD6	CD6 molecule	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	4.800000000000001	lipid_state_or_recurrence;directional_or_perturbation_support;prior_or_safety			True	True	True	False	False	True	0.4538581669330597	0.9970602846065236	1	T1D	1	1	MS	7	AS;Crohn;MS;Psoriasis;RA;T1D;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.5905956427538117	0.920009505703422	5.5	receptor_or_ligand_axis	0	CHEMBL3712853	1.3324096655765247	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_REACHABLE_BUT_BIOLOGY_INCOMPLETE_OR_BLOCKED		NO_GO_PRIOR_OR_SAFETY_BLOCKED	 | prior_branch_blocker_or_directionality_unresolved | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | Direct clinical or therapeutic-class prior art blocks novelty. |  |  |  | 
HHEX	hematopoietically expressed homeobox	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	4.550000000000001	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	True	True	False	False	False	0.8049300312995911	0.0	1	MS	0	0		6	AS;Crohn;MS;Psoriasis;T1D;UC	1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.0120683627794615	1.0	0.0	intracellular_other	0		1.304930031299591	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_DIRECTIONAL_SUPPORT	 |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  | 
MYC	MYC proto-oncogene, bHLH transcription factor	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	3	4.5	lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	True	True	False	False	False	0.6827977895736694	0.0	2	MS;RA	0	0		4	AITD;MS;RA;SLE	2	Crohn disease;type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.3484427643430246	0.9965506589785832	0.0	intracellular_other	0		1.284252643585205	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_NO_DIRECTIONAL_SUPPORT	 |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  | 
