gene	selection_reasons	discovery_priority_score_resid	broad_positive_disease_count	broad_negative_disease_count	broad_ms_positive_nominal	ms_wm_delta_log2_resid	ms_wm_p_resid	in_lipid_lysosomal_myeloid_neighborhood_resid	raw_positive_analysis_count	raw_positive_disease_count	raw_negative_analysis_count	retained_positive_analysis_count	retained_positive_disease_count	non_ibd_retained_positive_analysis_count	non_ibd_retained_positive_disease_count	strict_core_covariate_surviving_analysis_count	strict_core_covariate_surviving_disease_count	strict_core_covariate_surviving_analyses	raw_positive_analyses	top_retained_tests	residual_gate_priority_score	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood_broad	ms_wm_delta_log2_broad	ms_wm_hedges_g	ms_wm_p_broad	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score_broad	ot_n_diseases_score_ge_0_5	ot_diseases_score_ge_0_5	target_level_genetics_dod_call	audit_priority_call	wave21_residual_modality_score	chembl_target_chembl_id	chembl_pref_name	chembl_target_type	chembl_organism	chembl_nM_activity_count	chembl_search_url	uniprot_accession	uniprot_protein	uniprot_function_excerpt	uniprot_location	uniprot_url	wave21_call	wave21_failures	wave21_modality_read	wave21_manual_class	wave21_direction	wave21_prior_flag	prior_exclusion_reason
KCNJ2	four_disease_low_contradiction;top_rank	21.0	4.0	0.0	False	0.0024263976862091	0.9930959415390695	False	3	3	0	3	3	1	1	0	0		ibd_uc_myeloid:1.09,p=0.003;ibd_crohn_myeloid:1.52,p=0.014;psoriasis_keratinocyte:0.4,p=0.034	ibd_crohn_myeloid|hla_ii_apc:1.65,p=0.0017;ibd_uc_myeloid|hla_ii_apc:0.883,p=0.0055;ibd_crohn_myeloid|c1q_phagocytic_myeloid:1.17,p=0.0085;ibd_uc_myeloid|c1q_phagocytic_myeloid:0.815,p=0.0095;ibd_crohn_myeloid|mif_cd74_receptor_state:1.55,p=0.012;ibd_uc_myeloid|lipid_loader_repair:0.724,p=0.012;ibd_crohn_myeloid|complement_effector:1.53,p=0.013;ibd_crohn_myeloid|lipid_loader_repair:1.33,p=0.02	5	17.0	5.0	0.0	2.0	0.0	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		7.618220736109399e-05	0.0328227639625369	4.40008345488718	3.3708414024499036			ibd_crohn_myeloid:4.4,p=7.6e-05;ibd_uc_myeloid:4.4,p=8.7e-05;psoriasis_keratinocyte:1.24,p=0.0046;t1d_stellate_cell:0.59,p=0.031;ibd_uc_stromal:2.08,p=0.039	False	0.0024263976862091	0.0036433761761448	0.9930959415390695	0.9992380443970746															False	False	0.0	21.0					3.75	CHEMBL1914276	Inward rectifier potassium channel 2	SINGLE PROTEIN	Homo sapiens	23	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=KCNJ2&limit=10	P63252	Inward rectifier potassium channel 2	Inward rectifier potassium channels are characterized by a greater tendency to allow potassium to flow into the cell rather than out of it (PubMed:36149965, PubMed:7590287, PubMed:9490857). Their voltage dependence is regulated by the concentration of extracellular potassium; as external potassium is raised, the voltage range of the channel opening shifts to more positive voltages (PubMed:7590287, PubMed:7696590). The inward rectification is mainly due to the blockage of outward current by internal magnesium (PubMed:9490857). Can be blocked by extracellular barium or cesium (PubMed:7590287, PubMed:7696590). Probably participates in establishing action potential waveform and excitability of neuronal and muscle tissues (PubMed:7590287, PubMed:7696590, PubMed:7840300)	Cell membrane;Cell membrane, sarcolemma, T-tubule	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AKCNJ2%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
CCL20	four_disease_low_contradiction;top_rank	22.0	4.0	0.0	False	1.1469018183892334	0.0611072952242856	False	4	3	0	4	3	1	1	0	0		ibd_crohn_epithelial:0.429,p=0.00062;ibd_uc_myeloid:1.68,p=0.024;ibd_crohn_myeloid:0.776,p=0.031;t1d_ductal_cell:1.24,p=0.041	ibd_crohn_epithelial|complement_phagocytosis:0.396,p=0.00099;ibd_crohn_epithelial|lysosomal_apc:0.391,p=0.0018;ibd_crohn_myeloid|hla_ii_apc:0.806,p=0.022;ibd_crohn_epithelial|inflammatory_nfkb:0.28,p=0.025;t1d_ductal_cell|hif_nampt_metabolic:0.808,p=0.032;t1d_ductal_cell|c1q_phagocytic_myeloid:1.24,p=0.041;t1d_ductal_cell|complement_phagocytosis:1.2,p=0.043;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.677,p=0.046	5	16.0	8.0	0.0	0.0	0.0	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0016712706999653	0.1217290766431793	6.085702345455086	2.0089339263285684			ibd_uc_myeloid:6.09,p=0.0017;ibd_crohn_epithelial:1.79,p=0.0035;ibd_crohn_myeloid:5.13,p=0.0043;ibd_uc_epithelial:2.07,p=0.0099;t1d_ductal_cell:3.36,p=0.012;t1d_acinar_cell:3.14,p=0.021;t1d_endothelial_cell:3.8,p=0.023;psoriasis_skin_stromal:1.64,p=0.046	False	1.1469018183892334	0.8573650161165193	0.0611072952242856	0.8989378106274888															False	True	0.0	22.0					3.75					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=CCL20&limit=10	P78556	C-C motif chemokine 20	Acts as a ligand for C-C chemokine receptor CCR6. Signals through binding and activation of CCR6 and induces a strong chemotactic response and mobilization of intracellular calcium ions (PubMed:11035086, PubMed:11352563, PubMed:20068036). The ligand-receptor pair CCL20-CCR6 is responsible for the chemotaxis of dendritic cells (DC), effector/memory T-cells and B-cells and plays an important role at skin and mucosal surfaces under homeostatic and inflammatory conditions, as well as in pathology, including cancer and various autoimmune diseases (PubMed:21376174). CCL20 acts as a chemotactic factor that attracts lymphocytes and, slightly, neutrophils, but not monocytes (PubMed:11352563, PubMed:9038201). Involved in the recruitment of both the pro-inflammatory IL17 producing helper T-cells (Th1	Secreted	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ACCL20%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
PI3	four_disease_low_contradiction;top_rank	22.0	4.0	0.0	False			False	3	3	0	3	3	1	1	0	0		ibd_uc_epithelial:2.53,p=0.001;psoriasis_keratinocyte:6.04,p=0.032;ibd_crohn_epithelial:0.588,p=0.044	ibd_uc_epithelial|complement_phagocytosis:2.45,p=2e-06;ibd_uc_epithelial|lysosomal_apc:2.46,p=6.9e-05;ibd_uc_epithelial|core_lysosomal_lipid:1.9,p=0.0021;ibd_uc_epithelial|lipid_loader_repair:2.31,p=0.0042;ibd_uc_epithelial|mixscale_validated_ifng_readout:1.5,p=0.013;ibd_crohn_epithelial|lysosomal_apc:0.402,p=0.033;psoriasis_keratinocyte|inflammatory_nfkb:5.6,p=0.034;ibd_uc_epithelial|hla_ii_apc:1.4,p=0.036	5	16.0	8.0	0.0	1.0	0.0	4.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		1.602160067805477e-05	0.0102150028630813	7.583056062396253	2.7639343685828752			ibd_uc_epithelial:4.4,p=1.6e-05;psoriasis_keratinocyte:7.58,p=0.00096;ibd_uc_myeloid:4.31,p=0.0077;psoriasis_skin_apc:3.77,p=0.013;psoriasis_skin_stromal:3.21,p=0.034;sjogren_gland_epithelial:1.52,p=0.036;ibd_crohn_myeloid:4.7,p=0.04;ibd_crohn_epithelial:1.95,p=0.048	False																			False	False	0.0	22.0					3.75	CHEMBL2189144	Phosphoinositide 3-kinase regulatory subunit 4	SINGLE PROTEIN	Homo sapiens	2	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=PI3&limit=10	P19957	Elafin	Neutrophil and pancreatic elastase-specific inhibitor of skin. It may prevent elastase-mediated tissue proteolysis. Has been shown to inhibit the alpha-4-beta-2/CHRNA2-CHRNB2 nicotinic acetylcholine receptor and to produce a weak inhibition on Kv11.1/KCNH2/ERG1 and on the transient receptor potential cation channel subfamily V member 1 (TRPV1) (PubMed:29483648)	Secreted	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3API3%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
NLRC5	five_disease;four_disease_low_contradiction;mechanistic_scout;top_rank	22.0	5.0	0.0	False	-0.1754720644354748	0.4867392295596717	False	3	3	0	3	3	1	1	0	0		ibd_uc_myeloid:0.377,p=0.0036;ibd_crohn_myeloid:0.435,p=0.012;psoriasis_skin_stromal:0.579,p=0.041	psoriasis_skin_stromal|c1q_phagocytic_myeloid:0.49,p=0.0018;ibd_crohn_myeloid|hla_ii_apc:0.378,p=0.016;ibd_crohn_myeloid|lipid_loader_repair:0.415,p=0.018;ibd_uc_myeloid|hla_ii_apc:0.281,p=0.022;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.384,p=0.022;ibd_crohn_myeloid|complement_effector:0.342,p=0.023;ibd_crohn_myeloid|core_lysosomal_lipid:0.256,p=0.025;ibd_uc_myeloid|c1q_phagocytic_myeloid:0.288,p=0.025	5	17.0	7.0	0.0	0.0	0.0	5.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0175079951356219	0.2895486001666585	2.2015875975547057	1.4381302297400378			t1d_stellate_cell:1.26,p=0.018;ibd_crohn_myeloid:2.2,p=0.02;psoriasis_skin_apc:1.72,p=0.021;psoriasis_skin_stromal:1.34,p=0.024;ibd_uc_myeloid:1.9,p=0.035;sjogren_gland_epithelial:0.859,p=0.036;ibd_crohn_stromal:1.18,p=0.044	False	-0.1754720644354748	-0.2938979363454603	0.4867392295596717	0.926038761164836															False	False	0.0	22.0					3.75					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=NLRC5&limit=10	Q86WI3	Protein NLRC5	Probable regulator of the NF-kappa-B and type I interferon signaling pathways. May also regulate the type II interferon signaling pathway. Plays a role in homeostatic control of innate immunity and in antiviral defense mechanisms	Cytoplasm	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ANLRC5%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases;weak_external_modality	none_detected				
TMSB10	four_disease_low_contradiction;top_rank	23.099282650539287	4.0	0.0	False	0.1355995347879997	0.2921719507155929	False	6	3	0	6	3	5	2	0	0		t1d_endothelial_cell:0.398,p=0.0013;ibd_uc_epithelial:0.294,p=0.0045;psoriasis_keratinocyte:1.15,p=0.0069;t1d_ductal_cell:0.31,p=0.02;psoriasis_skin_apc:0.697,p=0.037;t1d_acinar_cell:0.642,p=0.037	t1d_endothelial_cell|lysosomal_apc:0.316,p=0.0015;ibd_uc_epithelial|lysosomal_apc:0.303,p=0.0015;ibd_uc_epithelial|complement_phagocytosis:0.298,p=0.0029;t1d_endothelial_cell|c1q_phagocytic_myeloid:0.367,p=0.0043;t1d_endothelial_cell|hla_ii_apc:0.361,p=0.014;ibd_uc_epithelial|core_lysosomal_lipid:0.235,p=0.015;t1d_ductal_cell|complement_phagocytosis:0.337,p=0.016;t1d_endothelial_cell|ifn_apc:0.34,p=0.018	7	17.0	9.0	0.0	1.0	0.0	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0002358500049377	0.0643491468829228	1.731667124423069	1.3919162621604195			t1d_endothelial_cell:0.435,p=0.00024;ibd_crohn_myeloid:0.633,p=0.0018;t1d_beta_cell:0.523,p=0.0026;ibd_uc_myeloid:0.509,p=0.0081;psoriasis_keratinocyte:1.73,p=0.015;ibd_uc_stromal:0.535,p=0.031;t1d_ductal_cell:0.214,p=0.036;psoriasis_skin_apc:0.89,p=0.039	False	0.1355995347879997	0.4473531914622168	0.2921719507155929	0.9055783835864206							1.9856530107857215	0.2428265053928607	1.7428265053928609	0.0	0.0				False	False	0.0	23.099282650539287					3.75	CHEMBL6067186	Thymosin beta-10	SINGLE PROTEIN	Homo sapiens	2	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=TMSB10&limit=10	P63313	Thymosin beta-10	Plays an important role in the organization of the cytoskeleton. Binds to and sequesters actin monomers (G actin) and therefore inhibits actin polymerization (By similarity)	Cytoplasm, cytoskeleton	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ATMSB10%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases;weak_external_modality	none_detected				
CALR	lipid_lysosomal_two_disease;mechanistic_scout;top_rank	19.17805084766681	3.0	0.0	False	-0.3627605322732279	0.0595887198784885	True	5	3	0	5	3	1	1	0	0		ibd_uc_epithelial:0.459,p=0.00069;ibd_crohn_epithelial:0.418,p=0.0039;ibd_uc_myeloid:0.262,p=0.011;ibd_crohn_stromal:0.354,p=0.013;psoriasis_skin_stromal:0.472,p=0.037	ibd_uc_epithelial|complement_phagocytosis:0.453,p=0.0007;ibd_uc_epithelial|lysosomal_apc:0.456,p=0.00091;ibd_crohn_epithelial|lysosomal_apc:0.343,p=0.0044;ibd_uc_epithelial|lipid_loader_repair:0.391,p=0.0045;ibd_crohn_epithelial|complement_phagocytosis:0.388,p=0.0066;ibd_uc_epithelial|core_lysosomal_lipid:0.347,p=0.011;ibd_crohn_stromal|lysosomal_apc:0.354,p=0.013;ibd_crohn_stromal|inflammatory_nfkb:0.238,p=0.014	6	17.0	5.0	0.0	2.0	0.0	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		7.023143783541643e-06	0.0076941234754622	1.0437359702125235	4.0190595404869045			ibd_uc_epithelial:1.04,p=7e-06;ibd_crohn_epithelial:0.829,p=4.7e-05;psoriasis_keratinocyte:0.73,p=0.0064;ibd_uc_myeloid:0.39,p=0.029;ibd_crohn_stromal:0.469,p=0.03	True	-0.3627605322732279	-0.8447282646406061	0.0595887198784885	0.8989378106274888							3.561016953336229	1.0305084766681143	2.5305084766681145	0.0	0.0				False	False	0.0	19.17805084766681					3.75	CHEMBL6066425	Calreticulin	SINGLE PROTEIN	Homo sapiens	4	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=CALR&limit=10	P27797	Calreticulin	Calcium-binding chaperone that promotes folding, oligomeric assembly and quality control in the endoplasmic reticulum (ER) via the calreticulin/calnexin cycle. This lectin interacts transiently with almost all of the monoglucosylated glycoproteins that are synthesized in the ER (PubMed:7876246). Interacts with the DNA-binding domain of NR3C1 and mediates its nuclear export (PubMed:11149926). Involved in maternal gene expression regulation. May participate in oocyte maturation via the regulation of calcium homeostasis (By similarity). Present in the cortical granules of non-activated oocytes, is exocytosed during the cortical reaction in response to oocyte activation and might participate in the block to polyspermy (By similarity)	Endoplasmic reticulum lumen;Cytoplasm, cytosol;Secreted, extracellular space, extracellular matrix;Cell surface;Sarcoplasmic reticulum lumen;Cytoplasmic vesicle, secretory vesicle, Cortical granule;Cytolytic granule	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ACALR%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
CNN3	top_rank	18.175623394097485	3.0	0.0	False	-0.4698433852675929	0.4900943375716319	False	5	3	0	5	3	4	2	0	0		t1d_acinar_cell:0.538,p=0.01;t1d_endothelial_cell:0.453,p=0.015;psoriasis_skin_stromal:0.293,p=0.02;t1d_stellate_cell:0.458,p=0.031;ibd_crohn_stromal:0.254,p=0.041	psoriasis_skin_stromal|inflammatory_nfkb:0.298,p=0.0009;psoriasis_skin_stromal|hif_nampt_metabolic:0.274,p=0.0025;t1d_acinar_cell|lysosomal_apc:0.419,p=0.0061;t1d_acinar_cell|ifn_apc:0.395,p=0.007;t1d_acinar_cell|complement_phagocytosis:0.489,p=0.011;t1d_acinar_cell|hla_ii_apc:0.474,p=0.012;t1d_acinar_cell|mif_cd74_receptor_state:0.502,p=0.014;psoriasis_skin_stromal|lipid_loader_repair:0.296,p=0.014	7	17.0	7.0	0.0	1.0	0.0	3.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus		0.0002464245069384	0.0654408147284169	1.2466614834594492	1.429827814798146			t1d_endothelial_cell:0.887,p=0.00025;t1d_stellate_cell:0.655,p=0.0023;t1d_acinar_cell:1.03,p=0.0077;psoriasis_skin_stromal:0.429,p=0.012;ibd_crohn_myeloid:1.25,p=0.015;t1d_ductal_cell:0.505,p=0.027;ibd_crohn_stromal:0.499,p=0.031	False	-0.4698433852675929	-0.3064221424645312	0.4900943375716319	0.9271619615463814							3.512467881949723	1.0062339409748613	2.5062339409748615	0.0	0.0				False	False	0.0	18.175623394097485					3.75					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=CNN3&limit=10	Q15417	Calponin-3	Thin filament-associated protein that is implicated in the regulation and modulation of smooth muscle contraction. It is capable of binding to actin, calmodulin and tropomyosin. The interaction of calponin with actin inhibits the actomyosin Mg-ATPase activity		https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ACNN3%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases;weak_external_modality	none_detected				
P4HB	four_disease_low_contradiction;top_rank	20.206369217058295	4.0	0.0	False	-0.1078198500006752	0.5193269228408691	False	3	3	0	3	3	1	1	0	0		ibd_uc_epithelial:0.486,p=0.0006;ibd_crohn_epithelial:0.48,p=0.0082;psoriasis_skin_stromal:0.327,p=0.031	ibd_uc_epithelial|lysosomal_apc:0.472,p=0.00043;ibd_uc_epithelial|complement_phagocytosis:0.477,p=0.00055;ibd_uc_epithelial|lipid_loader_repair:0.437,p=0.003;ibd_crohn_epithelial|lysosomal_apc:0.362,p=0.0059;ibd_uc_epithelial|core_lysosomal_lipid:0.355,p=0.0083;psoriasis_skin_stromal|c1q_phagocytic_myeloid:0.338,p=0.01;ibd_crohn_epithelial|complement_phagocytosis:0.441,p=0.015;ibd_uc_epithelial|mixscale_validated_ifng_readout:0.344,p=0.02	5	17.0	4.0	0.0	2.0	0.0	4.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0001651252932294	0.0282149116521777	1.4739017190730932	2.6711571512501857			ibd_uc_epithelial:1.11,p=0.00017;ibd_crohn_epithelial:1.01,p=0.00031;sjogren_gland_stromal:1.47,p=0.027;psoriasis_skin_apc:0.956,p=0.028	False	-0.1078198500006752	-0.2766885154398827	0.5193269228408691	0.9352591033176444							4.1273843411659	1.3136921705829498	2.81369217058295	0.0	0.0				False	False	0.0	20.206369217058295					3.75	CHEMBL5422	Protein disulfide-isomerase	SINGLE PROTEIN	Homo sapiens	702	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=P4HB&limit=10	P07237	Protein disulfide-isomerase	This multifunctional protein catalyzes the formation, breakage and rearrangement of disulfide bonds. At the cell surface, seems to act as a reductase that cleaves disulfide bonds of proteins attached to the cell. May therefore cause structural modifications of exofacial proteins. Inside the cell, seems to form/rearrange disulfide bonds of nascent proteins. At high concentrations and following phosphorylation by FAM20C, functions as a chaperone that inhibits aggregation of misfolded proteins (PubMed:32149426). At low concentrations, facilitates aggregation (anti-chaperone activity). May be involved with other chaperones in the structural modification of the TG precursor in hormone biogenesis. Also acts as a structural subunit of various enzymes such as prolyl 4-hydroxylase and microsomal tr	Endoplasmic reticulum;Endoplasmic reticulum lumen;Melanosome;Cell membrane	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AP4HB%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
IL2RG	mechanistic_scout;top_rank	18.0	2.0	0.0	True	0.7679981961613978	0.0170189770238671	False	2	2	0	2	2	0	0	0	0		ibd_uc_myeloid:0.53,p=0.0001;ibd_crohn_myeloid:0.495,p=0.018	ibd_uc_myeloid|hla_ii_apc:0.429,p=0.0019;ibd_uc_myeloid|lipid_loader_repair:0.389,p=0.0038;ibd_crohn_myeloid|hla_ii_apc:0.533,p=0.0041;ibd_uc_myeloid|c1q_phagocytic_myeloid:0.41,p=0.0045;ibd_crohn_myeloid|core_lysosomal_lipid:0.404,p=0.014;ibd_uc_myeloid|complement_phagocytosis:0.335,p=0.017;ibd_uc_myeloid|complement_effector:0.308,p=0.022;ibd_crohn_myeloid|complement_effector:0.48,p=0.023	4	15.0	3.0	0.0	1.0	0.0	2.0	0.0	Crohn disease;ulcerative colitis		3.2385847231430136e-05	0.0290306713098459	1.9495600354897584	2.449488458877268			ibd_uc_myeloid:1.24,p=3.2e-05;ibd_crohn_myeloid:1.34,p=0.0022;ibd_uc_stromal:1.95,p=0.024	False	0.7679981961613978	1.1291047957647844	0.0170189770238671	0.8372898579012464															True	True	0.0	18.0					2.5	CHEMBL4665588	IL-2R beta/gamma	PROTEIN COMPLEX	Homo sapiens	0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=IL2RG&limit=10	P31785	Cytokine receptor common subunit gamma	Common subunit for the receptors for a variety of interleukins. Probably in association with IL15RA, involved in the stimulation of neutrophil phagocytosis by IL15 (PubMed:15123770)	Cell membrane;Cell surface	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AIL2RG%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
OSM	mechanistic_scout	0.5	0.0	0.0	False	0.0762340874548801	0.8590024396793193	False	2	2	0	2	2	0	0	0	0		ibd_uc_myeloid:0.826,p=0.036;ibd_crohn_myeloid:0.494,p=0.038	ibd_crohn_myeloid|hla_ii_apc:0.573,p=0.0012;ibd_crohn_myeloid|mif_cd74_receptor_state:0.575,p=0.0092;ibd_crohn_myeloid|complement_effector:0.54,p=0.017;ibd_crohn_myeloid|core_lysosomal_lipid:0.448,p=0.027;ibd_uc_myeloid|hla_ii_apc:0.819,p=0.037	2	12.0	0.0	0.0	0.0	0.0	0.0	0.0										False	0.0762340874548801	0.0772104506000814	0.8590024396793193	0.9797533479060436	1.0	Crohn	0.0616896227584188			datatype_literature;datatype_rna_expression									False	False	1.0	0.5					2.5	CHEMBL4794	Transient receptor potential cation channel subfamily V member 1	SINGLE PROTEIN	Homo sapiens	7347	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=OSM&limit=10	P13725	Oncostatin-M	Growth regulator. Inhibits the proliferation of a number of tumor cell lines. Stimulates proliferation of AIDS-KS cells. It regulates cytokine production, including IL-6, G-CSF and GM-CSF from endothelial cells. Uses both type I OSM receptor (heterodimers composed of LIFR and IL6ST) and type II OSM receptor (heterodimers composed of OSMR and IL6ST). Involved in the maturation of fetal hepatocytes, thereby promoting liver development and regeneration (By similarity)	Secreted	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AOSM%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
LIPA	lipid_lysosomal_two_disease;mechanistic_scout	12.637249662017132	3.0	1.0	False	0.4580110941773352	0.2725305004844303	True	2	2	2	2	2	2	2	0	0		t1d_ductal_cell:0.316,p=0.0016;psoriasis_keratinocyte:0.304,p=0.0072	t1d_ductal_cell|lipid_loader_repair:0.275,p=0.00031;t1d_ductal_cell|c1q_phagocytic_myeloid:0.316,p=0.0015;t1d_ductal_cell|hif_nampt_metabolic:0.233,p=0.0016;t1d_ductal_cell|complement_phagocytosis:0.312,p=0.0019;psoriasis_keratinocyte|inflammatory_nfkb:0.271,p=0.023	1	17.0	4.0	1.0	1.0	0.0	3.0	1.0	Crohn disease;psoriasis;type 1 diabetes mellitus	ulcerative colitis	8.74125080186502e-09	0.0001456554621114	1.0616337982163286	2.037483436092645	0.033356600672043	-1.9121782816765611	t1d_ductal_cell:0.89,p=8.7e-09;t1d_acinar_cell:0.823,p=0.013;psoriasis_keratinocyte:1.06,p=0.049;ibd_crohn_epithelial:0.785,p=0.049	True	0.4580110941773352	0.492824360482639	0.2725305004844303	0.9049965616313804							12.744993240342652	9.619993240342652	0.0	4.0	2.0	Sjogren,UC,lupus_nephritis,psoriasis	Crohn,RA		False	False	0.0	12.637249662017132					2.5	CHEMBL4184	Lysosomal acid lipase/cholesteryl ester hydrolase	SINGLE PROTEIN	Homo sapiens	12	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=LIPA&limit=10	P38571	Lysosomal acid lipase/cholesteryl ester hydrolase	Catalyzes the deacylation of cholesteryl ester core lipids of endocytosed low density lipoproteins to generate free fatty acids and cholesterol (PubMed:15269241, PubMed:1718995, PubMed:7204383, PubMed:8112342, PubMed:9633819). Hydrolyzes triglycerides (1,2,3-triacylglycerol) and diglycerides (such as 1,2-diacylglycerol and 1,3-diacylglycerol) with preference for the acyl moieties at the sn-1 or sn-3 positions (PubMed:7204383, PubMed:8112342)	Lysosome	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ALIPA%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	chembl_single_target_activity				
