gene	strict_call	fresh_score	support_channels	hard_closed_postcritique	strict_blocked	ms_nominal	ms_fdr_grade	broad_cell_state	genetics	response	perturbation_or_model	modality	broad_positive_disease_count	wave55_genetic_disease_count	blockers_or_missing	source_call	blocker_text
ATP6V1G1	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
BANK1	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	6	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
BIRC3	NO_GO_RESIDUAL	2.4	1	False	True	True	False	False	False	False	False	False	2	1	strict_blocker_text;no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 
CARD9	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	5	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CCDC6	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CDKAL1	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	6	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CMPK1	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
COA7	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
COG6	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CPSF2	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CSF2RB	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CTSL	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DCLRE1B	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	2	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DLD	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DNASE1L3	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ERAP1	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	5	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ERN1	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
FAM3C	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
FAS	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	5	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
FUT2	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	7	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
GABARAPL2	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
GLCE	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
HLA-B	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
IPMK	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
IRF4	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	7	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ISOC1	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ITGA4	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ITGB1	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ITPR3	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	5	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
KIF21B	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
KSR1	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
LYST	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
MAP3K8	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	5	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
METTL13	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
MLPH	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
MMADHC	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
MRPL30	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
MYO1E	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
NACA	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
NKD1	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	8	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
NOD2	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	5	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
NOL11	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
NPM1	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
OSBPL8	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
PHTF1	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
PMEPA1	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
POT1	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
PTGER4	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	9	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
RASAL2	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
RBFOX1	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
RBM17	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
RC3H2	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
RIPOR2	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SET	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SGK3	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC39A11	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	6	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SMS	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SNRPC	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
STARD10	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TIMMDC1	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TRIB1	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	4	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TUBB6	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TUBD1	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
UBAC2	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
VEZT	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
XPOT	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
YIPF5	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ZNF385D	NO_GO_RESIDUAL	2.4	1	False	False	False	False	False	True	False	False	False	2	3	no_fdr_grade_ms;no_broad_cell_state;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ZNF557	NO_GO_RESIDUAL	2.4	1	False	False	True	False	False	False	False	False	False	2	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AGRN	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ANGPTL4	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AP2B1	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOL1	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF28	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ASL	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ASPM	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ATOX1	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
BATF2	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	  candidate lacks direct perturbation or model support 
BCL2L14	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
BICD1	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
C1QTNF1	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
C4ORF46	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CAPZA1	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CARD10	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CASP10	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	  candidate lacks direct perturbation or model support 
CASP4	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CASP8	NO_GO_RESIDUAL	2.3	1	False	True	False	False	True	False	False	False	False	4	0	strict_blocker_text;no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 
CCL19	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CD24	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CDC42EP1	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CFB	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CFP	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CHD1L	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CKLF	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
COL4A1	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
COL4A2	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
COX7A2	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
COX7B	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CSTA	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CTSC	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
CYTOR	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DBI	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DDAH1	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DDIT4	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DDX39A	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DENND2D	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DNAJB11	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DUSP6	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
DYNLT1	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
EPS8L1	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
EPSTI1	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ESCO2	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
FKBP1A	NO_GO_RESIDUAL	2.3	1	False	False	False	False	True	False	False	False	False	4	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
